iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	1	1522367217792	close	irrelevant	2	3	[striped_black_circle,wavy_red_star,striped_green_star,wavy_red_circle]	[2,3,1,3]	[1,2,1,3]	wavy_red_circle	wavy_red_circle	true	within	1438	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	2	1522367228877	close	none	0	2	[spotted_green_circle,spotted_black_star,spotted_green_star]	[2,3,2]	[1,2,3]	spotted_green_star	spotted_green_star	true	within	1040	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	3	1522367242757	far	none	0	3	[striped_red_triangle,checked_red_square,wavy_black_square,checked_black_circle]	[3,1,2,3]	[3,2,1,2]	checked_black_circle	checked_black_circle	true	within	730	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	4	1522367252557	close	none	0	4	[wavy_blue_circle,spotted_green_star,striped_red_square,checked_red_triangle,spotted_red_star]	[1,2,2,3,3]	[1,3,1,3,1]	spotted_red_star	spotted_red_star	true	within	2475	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	5	1522367274172	close	irrelevant	1	3	[wavy_blue_triangle,checked_blue_triangle,striped_red_square,checked_green_square]	[3,2,2,3]	[1,3,1,3]	checked_green_square	checked_green_square	true	within	2099	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	6	1522367283065	far	none	0	4	[wavy_green_star,spotted_green_triangle,striped_blue_triangle,spotted_red_star,striped_red_circle]	[3,2,1,3,3]	[2,1,2,1,3]	striped_red_circle	striped_red_circle	true	within	762	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	7	1522367300528	far	irrelevant	2	3	[spotted_black_triangle,checked_blue_circle,striped_blue_star,spotted_blue_square]	[1,1,2,2]	[3,2,1,3]	spotted_blue_square	spotted_blue_square	true	within	1940	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	8	1522367311966	far	irrelevant	1	2	[checked_red_square,wavy_black_square,checked_blue_circle]	[3,1,1]	[2,1,3]	checked_blue_circle	checked_blue_circle	true	within	1209	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	9	1522367324518	far	irrelevant	1	2	[checked_red_star,wavy_black_square,checked_blue_circle]	[1,3,1]	[3,2,2]	checked_blue_circle	checked_blue_circle	true	within	1981	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	10	1522367338543	close	none	0	4	[striped_blue_star,wavy_blue_triangle,striped_blue_circle,spotted_red_star,striped_blue_triangle]	[1,1,3,2,3]	[2,3,2,3,3]	striped_blue_triangle	striped_blue_triangle	true	within	1478	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	11	1522367351304	close	irrelevant	1	2	[spotted_black_triangle,checked_green_circle,wavy_black_circle]	[3,1,1]	[1,3,1]	wavy_black_circle	wavy_black_circle	true	within	1218	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	12	1522367362000	close	irrelevant	2	3	[spotted_green_square,checked_red_triangle,striped_green_circle,checked_green_triangle]	[2,2,3,3]	[3,1,2,3]	checked_green_triangle	checked_green_triangle	true	within	994	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	13	1522367372837	far	none	0	2	[spotted_blue_square,spotted_green_star,striped_blue_triangle]	[1,2,3]	[2,3,1]	striped_blue_triangle	striped_blue_triangle	true	within	1111	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	14	1522367384262	far	irrelevant	2	4	[wavy_black_star,wavy_blue_star,spotted_green_circle,spotted_blue_circle,spotted_black_triangle]	[3,3,1,2,1]	[2,3,2,3,1]	spotted_black_triangle	spotted_black_triangle	true	within	1411	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	15	1522367392916	close	none	0	4	[checked_black_circle,checked_red_circle,checked_green_circle,striped_black_triangle,spotted_green_triangle]	[1,2,3,2,3]	[1,1,3,3,2]	spotted_green_triangle	spotted_green_triangle	true	within	1371	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	16	1522367401345	far	none	0	3	[striped_blue_square,wavy_green_star,striped_red_square,wavy_blue_triangle]	[2,1,3,1]	[3,2,3,1]	wavy_blue_triangle	wavy_blue_triangle	true	within	809	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	17	1522367408827	far	none	0	4	[striped_blue_triangle,spotted_black_circle,checked_red_triangle,striped_red_circle,spotted_red_square]	[2,3,3,1,2]	[1,2,1,2,3]	spotted_red_square	spotted_red_square	true	within	991	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	18	1522367420038	far	irrelevant	1	2	[striped_red_square,spotted_red_triangle,striped_blue_star]	[2,2,3]	[3,1,2]	striped_blue_star	striped_blue_star	true	within	1883	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	19	1522367430944	close	irrelevant	2	3	[checked_red_triangle,striped_red_triangle,wavy_green_star,spotted_red_star]	[3,2,2,1]	[3,3,1,3]	spotted_red_star	spotted_red_star	true	within	1296	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	20	1522367441430	far	irrelevant	1	2	[wavy_blue_circle,striped_green_triangle,wavy_red_star]	[3,3,2]	[1,2,1]	wavy_red_star	wavy_red_star	true	within	711	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	21	1522367448869	close	none	0	4	[striped_blue_star,spotted_blue_square,striped_red_square,wavy_black_square,spotted_red_star]	[2,3,3,1,3]	[1,3,2,2,1]	spotted_red_star	spotted_red_star	true	within	1300	clickedObj
planned_sample	5090-4b086da5-f9ab-4946-a4e5-289fa9fef307	22	1522367456730	close	none	0	2	[striped_green_circle,checked_red_triangle,wavy_green_triangle]	[1,3,1]	[1,1,3]	wavy_green_triangle	wavy_green_triangle	true	within	1003	clickedObj
