iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	1	1522367521931	close	irrelevant	1	3	[spotted_green_circle,spotted_blue_triangle,spotted_black_square,checked_green_triangle]	[1,2,1,3]	[3,1,2,2]	checked_green_triangle	checked_green_triangle	true	within	4167	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	2	1522367537737	far	none	0	3	[wavy_black_square,spotted_black_triangle,spotted_blue_star,wavy_blue_circle]	[3,1,1,2]	[1,1,3,3]	wavy_blue_circle	wavy_blue_circle	true	within	1583	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	3	1522367546658	close	none	0	3	[striped_black_triangle,striped_green_star,striped_black_circle,spotted_green_triangle]	[2,3,3,1]	[1,3,2,3]	spotted_green_triangle	spotted_green_triangle	true	within	1769	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	4	1522367560467	far	irrelevant	2	4	[checked_blue_star,spotted_blue_star,striped_red_circle,spotted_black_circle,spotted_green_square]	[2,3,3,1,3]	[1,3,1,2,2]	spotted_green_square	spotted_green_square	true	within	3153	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	5	1522367572035	far	irrelevant	1	2	[checked_blue_triangle,spotted_red_triangle,spotted_black_square]	[1,3,3]	[3,1,3]	spotted_black_square	spotted_black_square	true	within	2049	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	6	1522367585724	close	irrelevant	1	2	[checked_red_triangle,striped_blue_circle,wavy_blue_circle]	[1,1,3]	[3,1,1]	wavy_blue_circle	wavy_blue_circle	true	within	1904	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	7	1522367596898	far	none	0	4	[wavy_green_circle,checked_green_circle,wavy_black_triangle,spotted_red_circle,checked_blue_square]	[1,3,2,3,3]	[1,3,1,1,2]	checked_blue_square	checked_blue_square	true	within	1944	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	8	1522367609852	close	none	0	2	[checked_blue_circle,checked_green_star,spotted_blue_star]	[3,2,1]	[3,3,2]	spotted_blue_star	spotted_blue_star	true	within	1527	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	9	1522367618315	close	none	0	2	[checked_green_circle,spotted_blue_square,striped_green_square]	[3,2,2]	[3,3,1]	striped_green_square	striped_green_square	true	within	1616	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	10	1522367638564	close	irrelevant	2	4	[spotted_green_circle,spotted_black_square,wavy_blue_star,striped_blue_triangle,striped_green_star]	[3,3,1,1,2]	[1,2,1,3,3]	striped_green_star	striped_green_star	true	within	1720	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	11	1522367653717	far	none	0	3	[striped_red_triangle,wavy_blue_square,striped_black_triangle,striped_blue_star]	[1,2,3,1]	[1,3,2,2]	striped_blue_star	striped_blue_star	true	within	1088	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	12	1522367667485	far	irrelevant	1	4	[spotted_blue_circle,wavy_red_circle,checked_blue_star,striped_black_square,checked_black_triangle]	[3,2,3,3,1]	[1,3,2,3,1]	checked_black_triangle	checked_black_triangle	true	within	2392	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	13	1522367678318	far	none	0	3	[spotted_blue_square,spotted_green_circle,wavy_red_square,checked_red_triangle]	[3,2,3,3]	[2,1,3,1]	checked_red_triangle	checked_red_triangle	true	within	1681	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	14	1522367688195	close	none	0	4	[spotted_red_circle,checked_black_circle,checked_green_circle,striped_black_star,spotted_green_star]	[2,3,2,1,3]	[1,2,3,2,1]	spotted_green_star	spotted_green_star	true	within	1936	clickedObj
planned_sample	4419-f62723a2-7f38-4221-be55-621f5737425f	15	1522367699110	close	irrelevant	1	2	[wavy_blue_star,spotted_blue_circle,wavy_black_star]	[2,1,1]	[3,2,3]	wavy_black_star	wavy_black_star	true	within	1328	clickedObj
