iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	1	1578458083796	far	irrelevant	1	2	[wavy_black_star,striped_red_triangle,checked_black_circle]	[3,3,3]	[3,1,2]	[3,3]	[2,3]	false	checked_black_circle	striped_red_triangle	false	scripted	115425	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	2	1578458099539	far	irrelevant	1	2	[striped_blue_circle,spotted_red_triangle,striped_green_star]	[3,1,3]	[3,2,2]	[3,3]	[2,3]	false	striped_green_star	striped_green_star	true	scripted	2540	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	3	1578458120248	close	irrelevant	1	4	[striped_black_star,wavy_black_star,spotted_blue_triangle,checked_blue_circle,striped_blue_circle]	[3,1,1,3,1]	[2,3,1,1,2]	[1,3]	[2,3]	false	striped_blue_circle	checked_blue_circle	false	scripted	13650	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	4	1578458132220	far	irrelevant	2	3	[striped_red_circle,spotted_blue_triangle,striped_blue_square,spotted_black_star]	[3,1,2,1]	[2,3,3,1]	[3,2]	[1,3]	false	spotted_black_star	spotted_black_star	true	scripted	4070	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	5	1578458146101	far	irrelevant	1	3	[wavy_blue_square,checked_blue_square,striped_red_square,wavy_blue_star]	[3,2,1,1]	[2,3,3,2]	[3,2]	[3,3]	false	wavy_blue_star	wavy_blue_star	true	scripted	2508	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	6	1578458163821	close	critical	1	4	[checked_blue_star,wavy_red_triangle,checked_green_square,checked_blue_circle,spotted_green_triangle]	[2,1,2,3,3]	[3,3,1,2,3]	[1,3]	[3,1]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	11236	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	7	1578458175606	far	irrelevant	2	4	[checked_red_star,wavy_black_star,spotted_black_circle,striped_blue_star,wavy_red_triangle]	[3,3,1,2,1]	[1,3,3,1,2]	[3,1]	[1,3]	false	wavy_red_triangle	wavy_red_triangle	true	scripted	5546	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	8	1578458198854	close	critical	2	4	[wavy_blue_triangle,striped_green_square,striped_black_star,spotted_blue_triangle,wavy_green_square]	[1,3,3,1,2]	[3,3,2,2,1]	[1,3]	[3,3]	true	wavy_green_square	striped_green_square	false	scripted	13736	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	9	1578458209384	far	irrelevant	1	2	[spotted_black_circle,spotted_green_square,spotted_blue_star]	[3,1,3]	[3,3,1]	[1,3]	[1,2]	false	spotted_blue_star	spotted_blue_star	true	scripted	4078	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	10	1578458222386	close	irrelevant	2	3	[wavy_red_circle,spotted_blue_square,striped_red_triangle,wavy_black_circle]	[1,1,3,3]	[3,1,3,2]	[1,1]	[3,3]	false	wavy_black_circle	wavy_black_circle	true	scripted	3883	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	11	1578458245470	close	irrelevant	1	4	[striped_green_star,spotted_black_triangle,wavy_red_circle,wavy_red_star,checked_red_circle]	[1,3,3,1,2]	[2,2,1,3,1]	[3,2]	[2,3]	false	checked_red_circle	checked_red_circle	true	scripted	11946	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	12	1578458255332	far	irrelevant	2	4	[checked_green_triangle,wavy_red_circle,spotted_blue_star,striped_blue_star,spotted_blue_square]	[2,2,1,3,3]	[3,1,1,3,2]	[1,1]	[3,3]	false	spotted_blue_square	spotted_blue_square	true	scripted	3024	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	13	1578458266732	far	irrelevant	2	3	[checked_blue_square,spotted_black_circle,striped_black_star,checked_blue_triangle]	[1,3,2,3]	[3,2,3,1]	[1,3]	[3,2]	false	checked_blue_triangle	checked_blue_triangle	true	scripted	3266	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	14	1578458285184	close	critical	1	3	[striped_black_circle,spotted_red_circle,striped_blue_triangle,spotted_green_triangle]	[3,3,1,1]	[2,3,1,2]	[1,1]	[2,3]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	8188	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	15	1578458294560	far	irrelevant	1	2	[spotted_green_square,striped_black_star,spotted_black_triangle]	[2,3,1]	[3,2,3]	[2,3]	[1,2]	false	spotted_black_triangle	spotted_black_triangle	true	scripted	2640	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	16	1578458302801	far	irrelevant	1	2	[wavy_blue_star,striped_green_square,checked_green_circle]	[3,3,2]	[1,2,1]	[3,2]	[2,3]	false	checked_green_circle	checked_green_circle	true	scripted	2156	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	17	1578458319472	close	irrelevant	1	3	[wavy_black_triangle,checked_red_star,wavy_blue_circle,checked_black_triangle]	[1,2,3,2]	[3,1,2,3]	[2,1]	[3,1]	false	checked_black_triangle	wavy_black_triangle	false	scripted	9741	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	18	1578458333674	close	irrelevant	1	4	[wavy_red_square,checked_red_star,checked_blue_circle,checked_green_circle,spotted_red_star]	[2,3,1,1,3]	[3,3,2,1,2]	[2,3]	[1,3]	false	spotted_red_star	spotted_red_star	true	scripted	8702	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	19	1578458347362	far	irrelevant	1	2	[checked_red_circle,spotted_green_star,checked_blue_triangle]	[2,3,3]	[1,3,2]	[2,1]	[2,3]	false	checked_blue_triangle	checked_blue_triangle	true	scripted	5086	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	20	1578458360200	close	critical	2	3	[spotted_blue_circle,spotted_red_square,wavy_blue_star,wavy_blue_square]	[3,1,1,2]	[2,1,2,3]	[3,2]	[1,1]	false	wavy_blue_square	wavy_blue_square	true	scripted	5648	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	21	1578458370300	far	irrelevant	1	3	[checked_green_square,checked_red_triangle,checked_blue_circle,checked_black_star]	[3,1,3,2]	[3,1,1,1]	[3,3]	[1,2]	false	checked_black_star	checked_black_star	true	scripted	2101	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	22	1578458381784	close	irrelevant	2	3	[spotted_red_triangle,wavy_black_square,wavy_black_star,checked_black_triangle]	[1,2,3,1]	[1,1,3,2]	[2,1]	[3,3]	false	checked_black_triangle	checked_black_triangle	true	scripted	3626	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	23	1578458393023	close	critical	1	4	[wavy_black_triangle,checked_green_square,striped_black_circle,wavy_red_square,wavy_green_circle]	[3,1,1,2,2]	[1,1,2,1,3]	[1,2]	[3,2]	false	wavy_green_circle	wavy_green_circle	true	scripted	4452	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	24	1578458401800	close	critical	1	2	[checked_blue_circle,striped_blue_triangle,checked_green_circle]	[2,3,3]	[1,2,1]	[2,1]	[3,3]	false	checked_green_circle	checked_green_circle	true	scripted	2508	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	25	1578458410245	close	irrelevant	1	3	[striped_blue_circle,striped_black_triangle,spotted_red_star,wavy_black_star]	[2,2,3,1]	[3,1,3,1]	[2,3]	[3,2]	false	wavy_black_star	wavy_black_star	true	scripted	3069	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	26	1578458419000	far	irrelevant	2	4	[striped_blue_star,spotted_red_square,wavy_black_square,checked_green_square,striped_blue_triangle]	[2,1,3,3,1]	[3,3,3,2,1]	[1,3]	[3,3]	false	striped_blue_triangle	striped_blue_triangle	true	scripted	3024	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	27	1578458427966	far	irrelevant	1	4	[checked_green_square,wavy_blue_square,striped_red_square,wavy_red_square,striped_blue_triangle]	[3,3,3,2,2]	[2,3,1,3,1]	[3,2]	[1,3]	false	striped_blue_triangle	striped_blue_triangle	true	scripted	2337	clickedObj
pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	28	1578458437144	far	irrelevant	1	3	[spotted_green_square,striped_red_star,wavy_blue_circle,spotted_green_triangle]	[1,3,3,2]	[3,3,1,3]	[3,3]	[2,1]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	2508	clickedObj
