context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
close	irrelevant	2	4	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	1	1578455769068	checked_green_circle	green circle	listener		chatMessage
far	irrelevant	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	2	1578455795832	spotted_green_square	the square	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	3	1578455806041	wavy_blue_circle	circle	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	4	1578455812522	striped_red_star	the red star	listener		chatMessage
close	critical	2	4	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	5	1578455820238	wavy_red_triangle	the triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	6	1578455830875	checked_blue_triangle	blue triangle	listener		chatMessage
close	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	7	1578455839021	striped_blue_square	the blue square	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	8	1578455846133	spotted_black_star	star	listener		chatMessage
far	irrelevant	1	4	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	9	1578455854109	striped_blue_star	blue star	listener		chatMessage
far	irrelevant	1	4	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	10	1578455859921	spotted_black_star	black star	listener		chatMessage
close	critical	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	11	1578455867136	striped_green_triangle	triangle	listener		chatMessage
close	irrelevant	1	4	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	12	1578455873781	checked_red_square	red square	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	13	1578455883736	wavy_green_triangle	the triangle	listener		chatMessage
close	critical	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	14	1578455889643	wavy_red_triangle	the triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	15	1578455900586	checked_black_square	the square	listener		chatMessage
far	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	16	1578455910074	spotted_blue_circle	the circle	listener		chatMessage
close	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	17	1578455916931	checked_green_triangle	green triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	18	1578455923174	striped_green_circle	circle	listener		chatMessage
close	critical	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	19	1578455928585	spotted_red_circle	the circle	listener		chatMessage
close	irrelevant	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	20	1578455935708	spotted_blue_star	blue star	listener		chatMessage
close	critical	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	21	1578455940770	spotted_black_circle	circle	listener		chatMessage
close	irrelevant	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	22	1578455947364	striped_green_star	green star	listener		chatMessage
far	irrelevant	1	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	23	1578455954065	wavy_blue_triangle	the blue triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	24	1578455962467	striped_green_triangle	the triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	25	1578455968473	striped_blue_circle	blue circle	listener		chatMessage
close	irrelevant	1	2	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	26	1578455974542	striped_blue_triangle	blue triangle	listener		chatMessage
close	critical	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	27	1578455981211	spotted_black_triangle	triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	8560-a55bc56b-42b9-43cf-a7e5-9cfe911dd047	28	1578455987722	wavy_green_triangle	green triangle	listener		chatMessage
