context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	1	1578453387100	checked_red_star	red star	listener		chatMessage
far	irrelevant	1	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	2	1578453401850	wavy_red_star	star	listener		chatMessage
close	irrelevant	2	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	3	1578453412706	striped_red_triangle	red triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	4	1578453419888	spotted_green_circle	the circle	listener		chatMessage
close	irrelevant	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	5	1578453427507	wavy_green_circle	green circle	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	6	1578453433576	striped_blue_circle	the blue circle	listener		chatMessage
close	irrelevant	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	7	1578453439433	wavy_red_triangle	red triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	8	1578453445196	striped_green_star	star	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	9	1578453451516	checked_black_square	the square	listener		chatMessage
close	critical	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	10	1578453457865	striped_blue_triangle	the triangle	listener		chatMessage
close	critical	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	11	1578453464774	checked_blue_triangle	the triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	12	1578453471382	spotted_blue_square	square	listener		chatMessage
close	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	13	1578453478092	spotted_green_star	green star	listener		chatMessage
close	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	14	1578453487460	spotted_blue_square	the blue square	listener		chatMessage
close	critical	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	15	1578453493691	wavy_black_triangle	triangle	listener		chatMessage
close	critical	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	16	1578453500468	striped_blue_star	star	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	17	1578453507229	spotted_blue_triangle	blue triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	18	1578453513666	checked_green_circle	circle	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	19	1578453520262	checked_black_circle	the circle	listener		chatMessage
far	irrelevant	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	20	1578453527327	striped_red_circle	the red circle	listener		chatMessage
far	irrelevant	1	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	21	1578453533818	striped_black_star	the star	listener		chatMessage
close	critical	1	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	22	1578453539458	checked_green_circle	circle	listener		chatMessage
close	irrelevant	1	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	23	1578453544666	spotted_blue_triangle	blue triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	24	1578453552554	checked_green_square	the square	listener		chatMessage
close	critical	2	3	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	25	1578453558402	spotted_red_circle	circle	listener		chatMessage
close	irrelevant	2	4	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	26	1578453565160	spotted_red_square	red square	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	27	1578453570920	striped_black_star	star	listener		chatMessage
far	irrelevant	1	2	pilot1	6916-e73e2534-63b6-4a82-9841-1f8a066c9798	28	1578453576246	checked_black_star	black star	listener		chatMessage
