context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	1	1578452935878	spotted_green_circle	circle	listener		chatMessage
close	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	2	1578452951056	wavy_green_triangle	green triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	3	1578452960589	striped_red_star	star	listener		chatMessage
far	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	4	1578452968313	striped_black_square	the black square	listener		chatMessage
far	irrelevant	1	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	5	1578452990627	checked_red_triangle	the triangle	listener		chatMessage
close	critical	1	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	6	1578453010453	spotted_blue_square	square	listener		chatMessage
far	irrelevant	1	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	7	1578453016632	wavy_blue_star	blue star	listener		chatMessage
close	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	8	1578453022832	wavy_red_square	the red square	listener		chatMessage
far	irrelevant	2	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	9	1578453030051	wavy_red_star	the star	listener		chatMessage
close	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	10	1578453041745	striped_black_square	the black square	listener		chatMessage
far	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	11	1578453048337	checked_black_square	square	listener		chatMessage
close	critical	1	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	12	1578453054982	striped_blue_square	square	listener		chatMessage
far	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	13	1578453060738	checked_blue_circle	blue circle	listener		chatMessage
far	irrelevant	1	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	14	1578453067559	spotted_green_circle	the green circle	listener		chatMessage
close	irrelevant	2	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	15	1578453073218	checked_black_triangle	the black triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	16	1578453079506	wavy_green_square	square	listener		chatMessage
close	critical	1	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	17	1578453085825	wavy_blue_circle	the circle	listener		chatMessage
far	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	18	1578453091784	striped_black_square	black square	listener		chatMessage
close	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	19	1578453097965	checked_red_circle	the red circle	listener		chatMessage
close	critical	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	20	1578453111343	spotted_red_circle	circle	listener		chatMessage
far	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	21	1578453120011	wavy_black_square	square	listener		chatMessage
close	critical	2	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	22	1578453126902	checked_black_triangle	the triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	23	1578453133555	checked_green_square	square	listener		chatMessage
close	critical	1	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	24	1578453139237	spotted_green_triangle	triangle	listener		chatMessage
close	irrelevant	2	4	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	25	1578453146274	spotted_blue_square	blue square	listener		chatMessage
close	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	26	1578453152052	striped_red_circle	red circle	listener		chatMessage
far	irrelevant	2	3	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	27	1578453160844	spotted_blue_circle	the circle	listener		chatMessage
far	irrelevant	1	2	pilot1	2883-c2ed81be-3265-4f1b-8a50-2cc56a5a0352	28	1578453176014	wavy_green_triangle	green triangle	listener		chatMessage
