context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
close	irrelevant	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	1	1578455999778	striped_blue_circle	blue circle	listener		chatMessage
far	irrelevant	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	2	1578456015740	spotted_blue_star	star	listener		chatMessage
far	irrelevant	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	3	1578456039784	checked_green_circle	the circle	listener		chatMessage
far	irrelevant	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	4	1578456048708	wavy_blue_triangle	the triangle	listener		chatMessage
close	critical	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	5	1578456054695	checked_blue_triangle	triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	6	1578456061765	wavy_blue_circle	circle	listener		chatMessage
close	critical	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	7	1578456068106	spotted_red_circle	the circle	listener		chatMessage
close	irrelevant	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	8	1578456075942	wavy_black_circle	the black circle	listener		chatMessage
far	irrelevant	1	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	9	1578456082243	striped_green_square	square	listener		chatMessage
far	irrelevant	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	10	1578456090852	wavy_black_star	the black star	listener		chatMessage
far	irrelevant	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	11	1578456098276	wavy_black_triangle	black triangle	listener		chatMessage
close	irrelevant	1	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	12	1578456104145	wavy_green_triangle	green triangle	listener		chatMessage
close	irrelevant	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	13	1578456110317	checked_red_star	the red star	listener		chatMessage
far	irrelevant	1	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	14	1578456116916	wavy_red_triangle	triangle	listener		chatMessage
close	critical	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	15	1578456123489	checked_green_square	the square	listener		chatMessage
far	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	16	1578456130779	checked_black_star	the star	listener		chatMessage
far	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	17	1578456136291	wavy_red_circle	the circle	listener		chatMessage
close	critical	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	18	1578456142637	checked_red_star	the star	listener		chatMessage
far	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	19	1578456148818	striped_black_star	the star	listener		chatMessage
close	irrelevant	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	20	1578456156156	spotted_green_square	the green square	listener		chatMessage
far	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	21	1578456162849	striped_red_triangle	the triangle	listener		chatMessage
close	critical	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	22	1578456169108	wavy_black_circle	circle	listener		chatMessage
close	irrelevant	2	4	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	23	1578456175991	wavy_green_circle	the green circle	listener		chatMessage
far	irrelevant	1	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	24	1578456182402	checked_blue_star	star	listener		chatMessage
close	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	25	1578456188088	spotted_red_circle	the red circle	listener		chatMessage
close	critical	1	2	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	26	1578456194124	striped_red_star	the star	listener		chatMessage
far	irrelevant	1	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	27	1578456201439	striped_green_circle	circle	listener		chatMessage
far	irrelevant	2	3	pilot1	5578-553aa9b9-4b0d-452a-ab69-33632091555b	28	1578456207680	striped_red_circle	the circle	listener		chatMessage
