context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	1	1578453442425	checked_blue_star	the star	listener		chatMessage
far	irrelevant	2	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	2	1578453456815	wavy_green_square	square	listener		chatMessage
far	irrelevant	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	3	1578453471155	wavy_red_star	star	listener		chatMessage
close	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	4	1578453481888	checked_black_star	black star	listener		chatMessage
close	irrelevant	2	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	5	1578453490197	wavy_black_square	the black square	listener		chatMessage
close	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	6	1578453501350	checked_blue_star	the blue star	listener		chatMessage
far	irrelevant	1	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	7	1578453513042	wavy_blue_circle	blue circle	listener		chatMessage
close	critical	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	8	1578453524263	striped_blue_square	square	listener		chatMessage
far	irrelevant	2	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	9	1578453537755	wavy_green_star	the green star	listener		chatMessage
far	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	10	1578453550424	spotted_black_triangle	the black triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	11	1578453561243	wavy_red_star	red star	listener		chatMessage
close	critical	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	12	1578453570570	wavy_black_square	the square	listener		chatMessage
far	irrelevant	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	13	1578453576310	checked_black_triangle	the triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	14	1578453583477	wavy_green_triangle	the green triangle	listener		chatMessage
close	irrelevant	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	15	1578453591634	checked_red_square	red square	listener		chatMessage
close	critical	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	16	1578453598968	checked_black_triangle	the triangle	listener		chatMessage
far	irrelevant	2	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	17	1578453605122	spotted_red_circle	red circle	listener		chatMessage
close	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	18	1578453613223	spotted_black_triangle	black triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	19	1578453620542	checked_red_circle	red circle	listener		chatMessage
close	critical	2	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	20	1578453629669	checked_red_square	the square	listener		chatMessage
close	irrelevant	1	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	21	1578453637590	checked_blue_circle	blue circle	listener		chatMessage
far	irrelevant	1	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	22	1578453646320	striped_blue_circle	blue circle	listener		chatMessage
far	irrelevant	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	23	1578453655147	checked_green_circle	the circle	listener		chatMessage
far	irrelevant	2	4	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	24	1578453660895	striped_green_circle	circle	listener		chatMessage
far	irrelevant	2	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	25	1578453668784	striped_blue_star	the star	listener		chatMessage
close	irrelevant	1	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	26	1578453677368	striped_black_circle	black circle	listener		chatMessage
close	critical	1	3	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	27	1578453686322	striped_blue_circle	the circle	listener		chatMessage
close	critical	1	2	pilot1	9228-74a38669-a406-41e0-81ed-b437720383de	28	1578453692701	checked_red_star	star	listener		chatMessage
