context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	1	1578457946915	checked_black_circle	the circle	listener		chatMessage
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	2	1578458087807	striped_green_star	star	listener		chatMessage
close	irrelevant	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	3	1578458103273	striped_blue_circle	blue circle	listener		chatMessage
far	irrelevant	2	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	4	1578458124090	spotted_black_star	star	listener		chatMessage
far	irrelevant	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	5	1578458135613	wavy_blue_star	the star	listener		chatMessage
close	critical	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	6	1578458149727	spotted_green_triangle	triangle	listener		chatMessage
far	irrelevant	2	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	7	1578458166957	wavy_red_triangle	the triangle	listener		chatMessage
close	critical	2	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	8	1578458178638	wavy_green_square	square	listener		chatMessage
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	9	1578458202741	spotted_blue_star	star	listener		chatMessage
close	irrelevant	2	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	10	1578458212613	wavy_black_circle	the black circle	listener		chatMessage
close	irrelevant	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	11	1578458226432	checked_red_circle	the red circle	listener		chatMessage
far	irrelevant	2	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	12	1578458249395	spotted_blue_square	square	listener		chatMessage
far	irrelevant	2	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	13	1578458259287	checked_blue_triangle	triangle	listener		chatMessage
close	critical	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	14	1578458270357	spotted_green_triangle	the triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	15	1578458289120	spotted_black_triangle	the triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	16	1578458297995	checked_green_circle	the circle	listener		chatMessage
close	irrelevant	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	17	1578458306049	checked_black_triangle	the black triangle	listener		chatMessage
close	irrelevant	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	18	1578458323098	spotted_red_star	red star	listener		chatMessage
far	irrelevant	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	19	1578458338210	checked_blue_triangle	triangle	listener		chatMessage
close	critical	2	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	20	1578458350893	wavy_blue_square	the square	listener		chatMessage
far	irrelevant	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	21	1578458364180	checked_black_star	the star	listener		chatMessage
close	irrelevant	2	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	22	1578458373576	checked_black_triangle	black triangle	listener		chatMessage
close	critical	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	23	1578458385513	wavy_green_circle	the circle	listener		chatMessage
close	critical	1	2	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	24	1578458397220	checked_green_circle	the circle	listener		chatMessage
close	irrelevant	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	25	1578458404829	wavy_black_star	black star	listener		chatMessage
far	irrelevant	2	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	26	1578458413405	striped_blue_triangle	triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	27	1578458423260	striped_blue_triangle	the blue triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	0014-87bf17bb-d020-4d2f-8d83-4ae38ef138bf	28	1578458431222	spotted_green_triangle	green triangle	listener		chatMessage
