gameid, time, condition, critical, objectSet, targetX, targetY, distractorX, distractorY, mouseX, mouseY
4528-5,1425931582605,exp,0,1,231.25,93.75,none,none,193,322
4528-5,1425931582621,exp,0,1,231.25,93.75,none,none,193,319
4528-5,1425931582629,exp,0,1,231.25,93.75,none,none,193,318
4528-5,1425931582637,exp,0,1,231.25,93.75,none,none,193,317
4528-5,1425931582645,exp,0,1,231.25,93.75,none,none,192,316
4528-5,1425931582653,exp,0,1,231.25,93.75,none,none,191,316
4528-5,1425931582661,exp,0,1,231.25,93.75,none,none,190,315
4528-5,1425931582669,exp,0,1,231.25,93.75,none,none,189,315
4528-5,1425931582677,exp,0,1,231.25,93.75,none,none,186,314
4528-5,1425931582685,exp,0,1,231.25,93.75,none,none,183,314
4528-5,1425931582693,exp,0,1,231.25,93.75,none,none,179,314
4528-5,1425931582701,exp,0,1,231.25,93.75,none,none,176,315
4528-5,1425931582709,exp,0,1,231.25,93.75,none,none,173,315
4528-5,1425931582717,exp,0,1,231.25,93.75,none,none,169,318
4528-5,1425931582725,exp,0,1,231.25,93.75,none,none,167,319
4528-5,1425931582733,exp,0,1,231.25,93.75,none,none,162,324
4528-5,1425931582741,exp,0,1,231.25,93.75,none,none,156,328
4528-5,1425931582749,exp,0,1,231.25,93.75,none,none,150,333
4528-5,1425931582757,exp,0,1,231.25,93.75,none,none,142,339
4528-5,1425931582765,exp,0,1,231.25,93.75,none,none,135,345
4528-5,1425931582773,exp,0,1,231.25,93.75,none,none,127,354
4528-5,1425931582781,exp,0,1,231.25,93.75,none,none,120,363
4528-5,1425931582789,exp,0,1,231.25,93.75,none,none,113,372
4528-5,1425931582797,exp,0,1,231.25,93.75,none,none,105,381
4528-5,1425931582805,exp,0,1,231.25,93.75,none,none,94,393
4528-5,1425931582813,exp,0,1,231.25,93.75,none,none,84,403
4528-5,1425931582821,exp,0,1,231.25,93.75,none,none,71,414
4528-5,1425931582829,exp,0,1,231.25,93.75,none,none,57,423
4528-5,1425931582838,exp,0,1,231.25,93.75,none,none,44,432
4528-5,1425931582846,exp,0,1,231.25,93.75,none,none,24,444
4528-5,1425931582854,exp,0,1,231.25,93.75,none,none,3,456
4528-5,1425931587475,exp,0,1,231.25,93.75,none,none,11,431
4528-5,1425931587477,exp,0,1,231.25,93.75,none,none,19,425
4528-5,1425931587485,exp,0,1,231.25,93.75,none,none,29,417
4528-5,1425931587493,exp,0,1,231.25,93.75,none,none,36,411
4528-5,1425931587501,exp,0,1,231.25,93.75,none,none,44,407
4528-5,1425931587508,exp,0,1,231.25,93.75,none,none,46,405
4528-5,1425931587517,exp,0,1,231.25,93.75,none,none,49,403
4528-5,1425931587525,exp,0,1,231.25,93.75,none,none,51,400
4528-5,1425931587533,exp,0,1,231.25,93.75,none,none,51,397
4528-5,1425931587541,exp,0,1,231.25,93.75,none,none,51,395
4528-5,1425931587549,exp,0,1,231.25,93.75,none,none,51,392
4528-5,1425931587557,exp,0,1,231.25,93.75,none,none,51,392
4528-5,1425931587693,exp,0,1,231.25,93.75,none,none,51,391
4528-5,1425931587701,exp,0,1,231.25,93.75,none,none,47,393
4528-5,1425931587709,exp,0,1,231.25,93.75,none,none,44,394
4528-5,1425931587717,exp,0,1,231.25,93.75,none,none,44,396
4528-5,1425931587725,exp,0,1,231.25,93.75,none,none,44,399
4528-5,1425931587733,exp,0,1,231.25,93.75,none,none,43,400
4528-5,1425931587741,exp,0,1,231.25,93.75,none,none,41,400
4528-5,1425931587749,exp,0,1,231.25,93.75,none,none,40,400
4528-5,1425931587757,exp,0,1,231.25,93.75,none,none,39,400
4528-5,1425931587773,exp,0,1,231.25,93.75,none,none,38,400
4528-5,1425931587781,exp,0,1,231.25,93.75,none,none,38,400
4528-5,1425931587797,exp,0,1,231.25,93.75,none,none,35,400
4528-5,1425931587805,exp,0,1,231.25,93.75,none,none,34,401
4528-5,1425931587813,exp,0,1,231.25,93.75,none,none,32,401
4528-5,1425931587821,exp,0,1,231.25,93.75,none,none,30,401
4528-5,1425931587829,exp,0,1,231.25,93.75,none,none,26,401
4528-5,1425931587837,exp,0,1,231.25,93.75,none,none,21,401
4528-5,1425931587845,exp,0,1,231.25,93.75,none,none,12,398
4528-5,1425931587854,exp,0,1,231.25,93.75,none,none,1,392
4528-5,1425931589285,exp,0,1,231.25,93.75,none,none,3,350
4528-5,1425931589293,exp,0,1,231.25,93.75,none,none,12,355
4528-5,1425931589301,exp,0,1,231.25,93.75,none,none,21,360
4528-5,1425931589309,exp,0,1,231.25,93.75,none,none,29,365
4528-5,1425931589317,exp,0,1,231.25,93.75,none,none,36,367
4528-5,1425931589325,exp,0,1,231.25,93.75,none,none,41,370
4528-5,1425931589333,exp,0,1,231.25,93.75,none,none,44,372
4528-5,1425931589341,exp,0,1,231.25,93.75,none,none,46,373
4528-5,1425931589349,exp,0,1,231.25,93.75,none,none,50,374
4528-5,1425931589357,exp,0,1,231.25,93.75,none,none,50,375
4528-5,1425931589365,exp,0,1,231.25,93.75,none,none,51,375
4528-5,1425931589373,exp,0,1,231.25,93.75,none,none,52,375
4528-5,1425931589389,exp,0,1,231.25,93.75,none,none,52,376
4528-5,1425931589397,exp,0,1,231.25,93.75,none,none,53,376
4528-5,1425931589405,exp,0,1,231.25,93.75,none,none,53,375
4528-5,1425931589413,exp,0,1,231.25,93.75,none,none,53,373
4528-5,1425931589525,exp,0,1,231.25,93.75,none,none,51,373
4528-5,1425931589605,exp,0,1,231.25,93.75,none,none,53,373
4528-5,1425931589613,exp,0,1,231.25,93.75,none,none,53,374
4528-5,1425931589621,exp,0,1,231.25,93.75,none,none,53,374
4528-5,1425931589637,exp,0,1,231.25,93.75,none,none,55,375
4528-5,1425931589653,exp,0,1,231.25,93.75,none,none,56,376
4528-5,1425931589661,exp,0,1,231.25,93.75,none,none,56,377
4528-5,1425931589669,exp,0,1,231.25,93.75,none,none,56,378
4528-5,1425931589677,exp,0,1,231.25,93.75,none,none,57,381
4528-5,1425931589685,exp,0,1,231.25,93.75,none,none,58,383
4528-5,1425931589693,exp,0,1,231.25,93.75,none,none,61,386
4528-5,1425931589701,exp,0,1,231.25,93.75,none,none,64,390
4528-5,1425931589709,exp,0,1,231.25,93.75,none,none,66,393
4528-5,1425931589717,exp,0,1,231.25,93.75,none,none,72,398
4528-5,1425931589725,exp,0,1,231.25,93.75,none,none,75,401
4528-5,1425931589733,exp,0,1,231.25,93.75,none,none,79,405
4528-5,1425931589741,exp,0,1,231.25,93.75,none,none,80,407
4528-5,1425931589749,exp,0,1,231.25,93.75,none,none,84,411
4528-5,1425931589757,exp,0,1,231.25,93.75,none,none,86,411
4528-5,1425931589765,exp,0,1,231.25,93.75,none,none,92,415
4528-5,1425931589773,exp,0,1,231.25,93.75,none,none,93,417
4528-5,1425931589781,exp,0,1,231.25,93.75,none,none,96,419
4528-5,1425931589789,exp,0,1,231.25,93.75,none,none,97,419
4528-5,1425931589797,exp,0,1,231.25,93.75,none,none,100,419
4528-5,1425931589805,exp,0,1,231.25,93.75,none,none,101,421
4528-5,1425931589813,exp,0,1,231.25,93.75,none,none,102,422
4528-5,1425931589821,exp,0,1,231.25,93.75,none,none,104,423
4528-5,1425931589829,exp,0,1,231.25,93.75,none,none,104,424
4528-5,1425931589837,exp,0,1,231.25,93.75,none,none,106,425
4528-5,1425931589845,exp,0,1,231.25,93.75,none,none,107,426
4528-5,1425931589853,exp,0,1,231.25,93.75,none,none,107,427
4528-5,1425931589861,exp,0,1,231.25,93.75,none,none,109,428
4528-5,1425931589869,exp,0,1,231.25,93.75,none,none,110,428
4528-5,1425931589885,exp,0,1,231.25,93.75,none,none,111,428
4528-5,1425931589933,exp,0,1,231.25,93.75,none,none,112,428
4528-5,1425931589949,exp,0,1,231.25,93.75,none,none,113,428
4528-5,1425931589965,exp,0,1,231.25,93.75,none,none,113,427
4528-5,1425931589973,exp,0,1,231.25,93.75,none,none,113,427
4528-5,1425931590237,exp,0,1,231.25,93.75,none,none,114,427
4528-5,1425931590261,exp,0,1,231.25,93.75,none,none,115,427
4528-5,1425931590269,exp,0,1,231.25,93.75,none,none,115,427
4528-5,1425931590293,exp,0,1,231.25,93.75,none,none,117,427
4528-5,1425931590309,exp,0,1,231.25,93.75,none,none,118,427
4528-5,1425931590325,exp,0,1,231.25,93.75,none,none,119,427
4528-5,1425931590333,exp,0,1,231.25,93.75,none,none,120,427
4528-5,1425931590341,exp,0,1,231.25,93.75,none,none,121,427
4528-5,1425931590349,exp,0,1,231.25,93.75,none,none,123,427
4528-5,1425931590357,exp,0,1,231.25,93.75,none,none,124,427
4528-5,1425931590365,exp,0,1,231.25,93.75,none,none,125,427
4528-5,1425931590373,exp,0,1,231.25,93.75,none,none,127,427
4528-5,1425931590381,exp,0,1,231.25,93.75,none,none,128,427
4528-5,1425931590389,exp,0,1,231.25,93.75,none,none,129,427
4528-5,1425931590397,exp,0,1,231.25,93.75,none,none,131,427
4528-5,1425931590405,exp,0,1,231.25,93.75,none,none,131,427
4528-5,1425931590413,exp,0,1,231.25,93.75,none,none,133,427
4528-5,1425931590421,exp,0,1,231.25,93.75,none,none,134,427
4528-5,1425931590429,exp,0,1,231.25,93.75,none,none,135,427
4528-5,1425931590445,exp,0,1,231.25,93.75,none,none,135,427
4528-5,1425931590453,exp,0,1,231.25,93.75,none,none,136,427
4528-5,1425931590525,exp,0,1,231.25,93.75,none,none,137,427
4528-5,1425931590613,exp,0,1,231.25,93.75,none,none,138,427
4528-5,1425931590621,exp,0,1,231.25,93.75,none,none,138,427
4528-5,1425931590629,exp,0,1,231.25,93.75,none,none,138,426
4528-5,1425931590733,exp,0,1,231.25,93.75,none,none,139,427
4528-5,1425931590741,exp,0,1,231.25,93.75,none,none,141,428
4528-5,1425931590749,exp,0,1,231.25,93.75,none,none,142,431
4528-5,1425931590757,exp,0,1,231.25,93.75,none,none,143,433
4528-5,1425931590765,exp,0,1,231.25,93.75,none,none,144,434
4528-5,1425931590909,exp,0,1,231.25,93.75,none,none,144,433
4528-5,1425931590925,exp,0,1,231.25,93.75,none,none,144,432
4528-5,1425931590933,exp,0,1,231.25,93.75,none,none,143,431
4528-5,1425931590941,exp,0,1,231.25,93.75,none,none,140,429
4528-5,1425931590949,exp,0,1,231.25,93.75,none,none,137,428
4528-5,1425931590957,exp,0,1,231.25,93.75,none,none,131,426
4528-5,1425931590965,exp,0,1,231.25,93.75,none,none,124,423
4528-5,1425931590973,exp,0,1,231.25,93.75,none,none,117,419
4528-5,1425931590981,exp,0,1,231.25,93.75,none,none,108,416
4528-5,1425931590989,exp,0,1,231.25,93.75,none,none,100,412
4528-5,1425931590997,exp,0,1,231.25,93.75,none,none,89,407
4528-5,1425931591005,exp,0,1,231.25,93.75,none,none,76,400
4528-5,1425931591013,exp,0,1,231.25,93.75,none,none,63,396
4528-5,1425931591021,exp,0,1,231.25,93.75,none,none,50,391
4528-5,1425931591029,exp,0,1,231.25,93.75,none,none,34,387
4528-5,1425931591037,exp,0,1,231.25,93.75,none,none,22,384
4528-5,1425931591045,exp,0,1,231.25,93.75,none,none,7,379
4528-5,1425931597204,exp,0,1,231.25,93.75,none,none,0,200
4528-5,1425931597214,exp,0,1,231.25,93.75,none,none,7,205
4528-5,1425931597220,exp,0,1,231.25,93.75,none,none,14,210
4528-5,1425931597228,exp,0,1,231.25,93.75,none,none,20,215
4528-5,1425931597236,exp,0,1,231.25,93.75,none,none,26,221
4528-5,1425931597244,exp,0,1,231.25,93.75,none,none,30,226
4528-5,1425931597253,exp,0,1,231.25,93.75,none,none,35,230
4528-5,1425931597260,exp,0,1,231.25,93.75,none,none,40,233
4528-5,1425931597269,exp,0,1,231.25,93.75,none,none,44,237
4528-5,1425931597276,exp,0,1,231.25,93.75,none,none,46,239
4528-5,1425931597284,exp,0,1,231.25,93.75,none,none,50,242
4528-5,1425931597292,exp,0,1,231.25,93.75,none,none,51,244
4528-5,1425931597300,exp,0,1,231.25,93.75,none,none,52,245
4528-5,1425931597308,exp,0,1,231.25,93.75,none,none,53,246
4528-5,1425931597316,exp,0,1,231.25,93.75,none,none,53,247
4528-5,1425931597324,exp,0,1,231.25,93.75,none,none,53,248
4528-5,1425931597388,exp,0,1,231.25,93.75,none,none,51,246
4528-5,1425931597556,exp,0,1,231.25,93.75,none,none,51,245
4528-5,1425931597564,exp,0,1,231.25,93.75,none,none,51,245
4528-5,1425931597572,exp,0,1,231.25,93.75,none,none,51,243
4528-5,1425931597580,exp,0,1,231.25,93.75,none,none,50,241
4528-5,1425931597588,exp,0,1,231.25,93.75,none,none,50,241
4528-5,1425931597628,exp,0,1,231.25,93.75,none,none,50,237
4528-5,1425931597756,exp,0,1,231.25,93.75,none,none,50,239
4528-5,1425931597764,exp,0,1,231.25,93.75,none,none,50,240
4528-5,1425931597772,exp,0,1,231.25,93.75,none,none,52,242
4528-5,1425931597780,exp,0,1,231.25,93.75,none,none,53,242
4528-5,1425931597788,exp,0,1,231.25,93.75,none,none,55,244
4528-5,1425931597796,exp,0,1,231.25,93.75,none,none,57,246
4528-5,1425931597804,exp,0,1,231.25,93.75,none,none,61,249
4528-5,1425931597812,exp,0,1,231.25,93.75,none,none,64,250
4528-5,1425931597820,exp,0,1,231.25,93.75,none,none,69,253
4528-5,1425931597828,exp,0,1,231.25,93.75,none,none,73,255
4528-5,1425931597836,exp,0,1,231.25,93.75,none,none,78,259
4528-5,1425931597844,exp,0,1,231.25,93.75,none,none,82,260
4528-5,1425931597853,exp,0,1,231.25,93.75,none,none,89,264
4528-5,1425931597861,exp,0,1,231.25,93.75,none,none,94,267
4528-5,1425931597868,exp,0,1,231.25,93.75,none,none,100,270
4528-5,1425931597876,exp,0,1,231.25,93.75,none,none,105,274
4528-5,1425931597884,exp,0,1,231.25,93.75,none,none,107,276
4528-5,1425931597892,exp,0,1,231.25,93.75,none,none,110,278
4528-5,1425931597900,exp,0,1,231.25,93.75,none,none,114,280
4528-5,1425931597908,exp,0,1,231.25,93.75,none,none,117,282
4528-5,1425931597916,exp,0,1,231.25,93.75,none,none,119,284
4528-5,1425931597924,exp,0,1,231.25,93.75,none,none,121,285
4528-5,1425931597932,exp,0,1,231.25,93.75,none,none,121,286
4528-5,1425931597940,exp,0,1,231.25,93.75,none,none,123,287
4528-5,1425931597948,exp,0,1,231.25,93.75,none,none,123,287
4528-5,1425931597956,exp,0,1,231.25,93.75,none,none,123,288
4528-5,1425931598036,exp,0,1,231.25,93.75,none,none,123,286
4528-5,1425931598056,exp,0,1,231.25,93.75,none,none,122,282
4528-5,1425931598058,exp,0,1,231.25,93.75,none,none,120,281
4528-5,1425931598060,exp,0,1,231.25,93.75,none,none,120,280
4528-5,1425931598180,exp,0,1,231.25,93.75,none,none,119,280
4528-5,1425931598188,exp,0,1,231.25,93.75,none,none,119,280
4528-5,1425931598314,exp,0,1,231.25,93.75,none,none,119,280
4528-5,1425931598429,exp,0,1,231.25,93.75,none,none,118,280
4528-5,1425931598453,exp,0,1,231.25,93.75,none,none,116,280
4528-5,1425931598469,exp,0,1,231.25,93.75,none,none,115,280
4528-5,1425931598477,exp,0,1,231.25,93.75,none,none,114,280
4528-5,1425931598485,exp,0,1,231.25,93.75,none,none,111,280
4528-5,1425931598493,exp,0,1,231.25,93.75,none,none,111,280
4528-5,1425931598501,exp,0,1,231.25,93.75,none,none,110,280
4528-5,1425931598509,exp,0,1,231.25,93.75,none,none,108,280
4528-5,1425931598749,exp,0,1,231.25,93.75,none,none,107,280
4528-5,1425931598789,exp,0,1,231.25,93.75,none,none,107,280
4528-5,1425931598805,exp,0,1,231.25,93.75,none,none,107,279
4528-5,1425931598860,exp,0,1,231.25,93.75,none,none,108,278
4528-5,1425931598876,exp,0,1,231.25,93.75,none,none,110,278
4528-5,1425931598885,exp,0,1,231.25,93.75,none,none,111,277
4528-5,1425931598893,exp,0,1,231.25,93.75,none,none,115,277
4528-5,1425931598901,exp,0,1,231.25,93.75,none,none,119,276
4528-5,1425931598909,exp,0,1,231.25,93.75,none,none,123,276
4528-5,1425931598917,exp,0,1,231.25,93.75,none,none,128,276
4528-5,1425931598925,exp,0,1,231.25,93.75,none,none,135,276
4528-5,1425931598933,exp,0,1,231.25,93.75,none,none,142,276
4528-5,1425931598941,exp,0,1,231.25,93.75,none,none,150,276
4528-5,1425931598949,exp,0,1,231.25,93.75,none,none,159,276
4528-5,1425931598957,exp,0,1,231.25,93.75,none,none,168,276
4528-5,1425931598965,exp,0,1,231.25,93.75,none,none,178,276
4528-5,1425931598973,exp,0,1,231.25,93.75,none,none,188,276
4528-5,1425931598981,exp,0,1,231.25,93.75,none,none,196,276
4528-5,1425931598989,exp,0,1,231.25,93.75,none,none,208,278
4528-5,1425931598997,exp,0,1,231.25,93.75,none,none,217,280
4528-5,1425931599027,exp,0,1,231.25,93.75,none,none,227,284
4528-5,1425931599028,exp,0,1,231.25,93.75,none,none,243,289
4528-5,1425931599029,exp,0,1,231.25,93.75,none,none,249,293
4528-5,1425931599037,exp,0,1,231.25,93.75,none,none,254,295
4528-5,1425931599045,exp,0,1,231.25,93.75,none,none,261,299
4528-5,1425931599053,exp,0,1,231.25,93.75,none,none,266,301
4528-5,1425931599061,exp,0,1,231.25,93.75,none,none,270,303
4528-5,1425931599069,exp,0,1,231.25,93.75,none,none,275,306
4528-5,1425931599077,exp,0,1,231.25,93.75,none,none,278,308
4528-5,1425931599085,exp,0,1,231.25,93.75,none,none,283,308
4528-5,1425931599093,exp,0,1,231.25,93.75,none,none,287,309
4528-5,1425931599101,exp,0,1,231.25,93.75,none,none,290,310
4528-5,1425931599109,exp,0,1,231.25,93.75,none,none,293,311
4528-5,1425931599117,exp,0,1,231.25,93.75,none,none,295,311
4528-5,1425931599125,exp,0,1,231.25,93.75,none,none,297,311
4528-5,1425931599133,exp,0,1,231.25,93.75,none,none,298,311
4528-5,1425931599141,exp,0,1,231.25,93.75,none,none,299,312
4528-5,1425931599149,exp,0,1,231.25,93.75,none,none,301,312
4528-5,1425931599157,exp,0,1,231.25,93.75,none,none,301,312
4528-5,1425931599221,exp,0,1,231.25,93.75,none,none,302,312
4528-5,1425931599229,exp,0,1,231.25,93.75,none,none,303,313
4528-5,1425931599263,exp,0,1,231.25,93.75,none,none,303,315
4528-5,1425931599277,exp,0,1,231.25,93.75,none,none,303,316
4528-5,1425931599285,exp,0,1,231.25,93.75,none,none,303,318
4528-5,1425931599294,exp,0,1,231.25,93.75,none,none,301,318
4528-5,1425931599302,exp,0,1,231.25,93.75,none,none,299,321
4528-5,1425931599309,exp,0,1,231.25,93.75,none,none,295,324
4528-5,1425931599317,exp,0,1,231.25,93.75,none,none,292,327
4528-5,1425931599326,exp,0,1,231.25,93.75,none,none,288,331
4528-5,1425931599333,exp,0,1,231.25,93.75,none,none,286,333
4528-5,1425931599341,exp,0,1,231.25,93.75,none,none,283,336
4528-5,1425931599349,exp,0,1,231.25,93.75,none,none,281,338
4528-5,1425931599357,exp,0,1,231.25,93.75,none,none,279,343
4528-5,1425931599365,exp,0,1,231.25,93.75,none,none,278,344
4528-5,1425931599373,exp,0,1,231.25,93.75,none,none,277,345
4528-5,1425931599381,exp,0,1,231.25,93.75,none,none,277,347
4528-5,1425931599389,exp,0,1,231.25,93.75,none,none,275,350
4528-5,1425931599397,exp,0,1,231.25,93.75,none,none,275,352
4528-5,1425931599405,exp,0,1,231.25,93.75,none,none,274,353
4528-5,1425931599413,exp,0,1,231.25,93.75,none,none,273,358
4528-5,1425931599421,exp,0,1,231.25,93.75,none,none,272,361
4528-5,1425931599429,exp,0,1,231.25,93.75,none,none,271,363
4528-5,1425931599438,exp,0,1,231.25,93.75,none,none,269,367
4528-5,1425931599446,exp,0,1,231.25,93.75,none,none,268,370
4528-5,1425931599455,exp,0,1,231.25,93.75,none,none,266,372
4528-5,1425931599462,exp,0,1,231.25,93.75,none,none,263,379
4528-5,1425931599469,exp,0,1,231.25,93.75,none,none,262,384
4528-5,1425931599477,exp,0,1,231.25,93.75,none,none,258,389
4528-5,1425931599485,exp,0,1,231.25,93.75,none,none,258,392
4528-5,1425931599493,exp,0,1,231.25,93.75,none,none,254,400
4528-5,1425931599501,exp,0,1,231.25,93.75,none,none,254,404
4528-5,1425931599509,exp,0,1,231.25,93.75,none,none,252,411
4528-5,1425931599517,exp,0,1,231.25,93.75,none,none,251,415
4528-5,1425931599525,exp,0,1,231.25,93.75,none,none,250,419
4528-5,1425931599533,exp,0,1,231.25,93.75,none,none,249,423
4528-5,1425931599541,exp,0,1,231.25,93.75,none,none,248,428
4528-5,1425931599548,exp,0,1,231.25,93.75,none,none,247,432
4528-5,1425931599556,exp,0,1,231.25,93.75,none,none,246,436
4528-5,1425931599564,exp,0,1,231.25,93.75,none,none,246,439
4528-5,1425931599572,exp,0,1,231.25,93.75,none,none,246,442
4528-5,1425931599580,exp,0,1,231.25,93.75,none,none,245,445
4528-5,1425931599588,exp,0,1,231.25,93.75,none,none,245,448
4528-5,1425931599596,exp,0,1,231.25,93.75,none,none,245,449
4528-5,1425931599604,exp,0,1,231.25,93.75,none,none,245,450
4528-5,1425931599612,exp,0,1,231.25,93.75,none,none,244,453
4528-5,1425931599620,exp,0,1,231.25,93.75,none,none,244,454
4528-5,1425931599628,exp,0,1,231.25,93.75,none,none,244,455
4528-5,1425931599636,exp,0,1,231.25,93.75,none,none,244,456
4528-5,1425931599644,exp,0,1,231.25,93.75,none,none,244,456
4528-5,1425931599652,exp,0,1,231.25,93.75,none,none,244,457
4528-5,1425931599660,exp,0,1,231.25,93.75,none,none,244,458
4528-5,1425931599668,exp,0,1,231.25,93.75,none,none,244,459
4528-5,1425931599676,exp,0,1,231.25,93.75,none,none,244,460
4528-5,1425931599684,exp,0,1,231.25,93.75,none,none,244,461
4528-5,1425931599700,exp,0,1,231.25,93.75,none,none,244,463
4528-5,1425931599724,exp,0,1,231.25,93.75,none,none,244,464
4528-5,1425931599748,exp,0,1,231.25,93.75,none,none,244,465
4528-5,1425931599756,exp,0,1,231.25,93.75,none,none,244,466
4528-5,1425931599764,exp,0,1,231.25,93.75,none,none,246,466
4528-5,1425931599772,exp,0,1,231.25,93.75,none,none,247,466
4528-5,1425931599780,exp,0,1,231.25,93.75,none,none,250,468
4528-5,1425931599788,exp,0,1,231.25,93.75,none,none,251,468
4528-5,1425931599796,exp,0,1,231.25,93.75,none,none,253,468
4528-5,1425931599804,exp,0,1,231.25,93.75,none,none,255,468
4528-5,1425931599812,exp,0,1,231.25,93.75,none,none,256,468
4528-5,1425931599820,exp,0,1,231.25,93.75,none,none,258,468
4528-5,1425931599828,exp,0,1,231.25,93.75,none,none,259,468
4528-5,1425931599844,exp,0,1,231.25,93.75,none,none,261,468
4528-5,1425931599852,exp,0,1,231.25,93.75,none,none,262,468
4528-5,1425931599868,exp,0,1,231.25,93.75,none,none,262,468
4528-5,1425931599876,exp,0,1,231.25,93.75,none,none,264,468
4528-5,1425931599884,exp,0,1,231.25,93.75,none,none,265,468
4528-5,1425931599892,exp,0,1,231.25,93.75,none,none,266,467
4528-5,1425931599900,exp,0,1,231.25,93.75,none,none,269,465
4528-5,1425931599908,exp,0,1,231.25,93.75,none,none,272,464
4528-5,1425931599916,exp,0,1,231.25,93.75,none,none,274,461
4528-5,1425931599924,exp,0,1,231.25,93.75,none,none,275,458
4528-5,1425931599932,exp,0,1,231.25,93.75,none,none,276,456
4528-5,1425931599940,exp,0,1,231.25,93.75,none,none,277,451
4528-5,1425931599948,exp,0,1,231.25,93.75,none,none,280,444
4528-5,1425931599956,exp,0,1,231.25,93.75,none,none,281,434
4528-5,1425931599964,exp,0,1,231.25,93.75,none,none,282,424
4528-5,1425931599972,exp,0,1,231.25,93.75,none,none,285,409
4528-5,1425931599980,exp,0,1,231.25,93.75,none,none,285,397
4528-5,1425931599988,exp,0,1,231.25,93.75,none,none,285,383
4528-5,1425931599996,exp,0,1,231.25,93.75,none,none,285,365
4528-5,1425931600004,exp,0,1,231.25,93.75,none,none,285,345
4528-5,1425931600012,exp,0,1,231.25,93.75,none,none,281,317
4528-5,1425931600020,exp,0,1,231.25,93.75,none,none,275,291
4528-5,1425931600028,exp,0,1,231.25,93.75,none,none,268,264
4528-5,1425931600036,exp,0,1,231.25,93.75,none,none,260,241
