iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504757296	close	irrelevant	2	4	[spotted_green_triangle,checked_green_square,striped_green_triangle,checked_blue_star,wavy_green_square]	[1,1,3,1,3]	[1,3,2,2,1]	wavy_green_square	wavy_green_square	1	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504776486	far	none	0	3	[checked_blue_circle,wavy_black_star,striped_green_square,wavy_green_triangle]	[3,1,2,1]	[1,2,3,1]	wavy_green_triangle	wavy_green_triangle	2	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504793786	close	critical	2	4	[wavy_black_circle,spotted_green_triangle,wavy_black_square,wavy_red_circle,spotted_black_square]	[3,2,3,3,1]	[3,1,2,1,1]	spotted_black_square	spotted_black_square	3	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504816036	far	none	0	2	[spotted_green_triangle,wavy_red_triangle,wavy_red_star]	[1,1,3]	[2,1,2]	wavy_red_star	wavy_red_star	4	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504834479	far	none	0	3	[checked_red_star,striped_green_triangle,wavy_black_triangle,striped_green_circle]	[3,2,3,2]	[3,1,1,3]	striped_green_circle	striped_green_circle	5	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504850439	close	none	0	4	[checked_black_square,striped_blue_circle,wavy_green_star,wavy_red_triangle,wavy_blue_square]	[3,2,1,3,1]	[3,3,3,1,1]	wavy_blue_square	wavy_blue_square	6	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504867957	far	irrelevant	2	4	[striped_green_star,checked_black_square,wavy_black_triangle,spotted_blue_star,striped_red_circle]	[2,2,3,3,1]	[3,1,2,1,1]	striped_red_circle	striped_red_circle	7	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504889296	far	none	0	2	[spotted_red_circle,striped_green_triangle,striped_red_star]	[3,2,1]	[1,3,2]	striped_red_star	striped_red_star	8	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504905001	close	irrelevant	2	4	[checked_red_square,striped_black_triangle,striped_black_circle,checked_blue_square,striped_green_triangle]	[2,1,3,1,3]	[1,2,3,3,2]	striped_green_triangle	striped_green_triangle	9	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504923187	far	none	0	2	[wavy_blue_star,striped_red_star,striped_green_square]	[1,2,1]	[3,1,1]	striped_green_square	striped_green_square	10	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504940064	close	none	0	3	[checked_red_triangle,striped_black_circle,checked_black_star,spotted_red_circle]	[3,3,1,1]	[2,3,2,3]	spotted_red_circle	spotted_red_circle	11	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504959552	far	irrelevant	1	3	[striped_green_circle,spotted_blue_square,wavy_green_star,wavy_blue_triangle]	[1,1,3,3]	[2,3,2,3]	wavy_blue_triangle	wavy_blue_triangle	12	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504972744	close	none	0	3	[checked_blue_triangle,wavy_green_circle,wavy_blue_triangle,checked_blue_circle]	[3,1,2,3]	[3,2,3,1]	checked_blue_circle	checked_blue_circle	13	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504985667	close	none	0	2	[wavy_blue_square,wavy_green_triangle,spotted_green_triangle]	[2,1,1]	[3,3,1]	spotted_green_triangle	spotted_green_triangle	14	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505013308	close	irrelevant	1	2	[striped_black_star,wavy_blue_triangle,spotted_black_star]	[1,2,3]	[1,1,3]	spotted_black_star	spotted_black_star	15	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505024978	far	irrelevant	2	3	[checked_green_square,wavy_black_triangle,checked_green_star,spotted_green_circle]	[1,3,1,3]	[1,2,2,1]	spotted_green_circle	spotted_green_circle	16	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505042725	far	irrelevant	1	3	[wavy_black_circle,wavy_red_square,checked_green_triangle,checked_red_star]	[1,2,2,1]	[3,1,3,1]	checked_red_star	checked_red_star	17	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505057372	far	irrelevant	2	4	[striped_red_triangle,spotted_green_circle,checked_red_star,wavy_green_star,wavy_green_square]	[3,1,1,1,3]	[1,1,2,3,2]	wavy_green_square	wavy_green_square	18	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505074362	close	none	0	3	[striped_green_star,wavy_red_circle,striped_red_triangle,striped_blue_star]	[1,2,1,1]	[1,3,2,3]	striped_blue_star	striped_blue_star	19	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505086469	close	critical	2	3	[wavy_black_square,striped_red_star,striped_red_circle,wavy_green_circle]	[3,1,1,3]	[2,1,2,1]	wavy_green_circle	wavy_green_circle	20	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505098074	close	critical	1	2	[spotted_red_star,striped_red_triangle,wavy_red_star]	[1,1,3]	[2,3,3]	wavy_red_star	wavy_red_star	21	true	within	clickedObj
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505110334	close	none	0	4	[spotted_black_triangle,striped_green_star,wavy_green_circle,striped_green_square,checked_green_triangle]	[1,1,2,2,3]	[3,2,1,3,1]	checked_green_triangle	checked_green_triangle	22	true	within	clickedObj
