iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780372	close	critical	2	3	[striped_red_circle,striped_blue_triangle,spotted_red_triangle,checked_red_circle]	[1,3,1,1]	[2,1,3,1]	checked_red_circle	checked_red_circle	1	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503805927	close	none	0	2	[striped_green_triangle,wavy_black_star,spotted_black_triangle]	[3,3,1]	[2,1,3]	spotted_black_triangle	spotted_black_triangle	2	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503825987	far	irrelevant	1	2	[wavy_black_circle,spotted_green_circle,spotted_blue_triangle]	[3,3,2]	[3,1,1]	spotted_blue_triangle	spotted_blue_triangle	3	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503837548	close	none	0	2	[spotted_black_circle,checked_black_triangle,spotted_blue_triangle]	[2,1,3]	[1,3,2]	spotted_blue_triangle	spotted_blue_triangle	4	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503849673	close	irrelevant	2	4	[spotted_black_triangle,checked_black_star,striped_black_square,spotted_green_circle,spotted_red_triangle]	[3,1,1,1,2]	[2,3,1,2,3]	spotted_red_triangle	spotted_red_triangle	5	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503857872	close	none	0	3	[spotted_green_star,checked_green_square,wavy_green_triangle,checked_red_triangle]	[2,3,3,3]	[3,2,3,1]	checked_red_triangle	checked_red_triangle	6	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503868371	far	none	0	3	[spotted_black_circle,spotted_green_star,checked_red_circle,checked_green_square]	[1,2,1,3]	[2,1,3,3]	checked_green_square	checked_green_square	7	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503884797	close	none	0	4	[wavy_green_circle,checked_green_triangle,checked_green_square,spotted_red_star,striped_green_triangle]	[1,1,1,2,3]	[2,1,3,1,1]	striped_green_triangle	striped_green_triangle	8	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503897831	far	none	0	3	[spotted_blue_triangle,checked_blue_circle,spotted_green_triangle,wavy_green_star]	[1,2,3,3]	[1,1,2,3]	wavy_green_star	wavy_green_star	9	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503918603	close	critical	1	3	[spotted_green_circle,wavy_blue_star,spotted_black_square,wavy_black_star]	[3,2,3,1]	[1,1,3,3]	wavy_black_star	wavy_black_star	10	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503936456	far	irrelevant	1	3	[wavy_green_star,checked_red_star,spotted_black_star,wavy_blue_circle]	[2,3,1,2]	[3,1,3,1]	wavy_blue_circle	wavy_blue_circle	11	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503947591	close	none	0	3	[striped_blue_square,wavy_green_circle,checked_red_star,striped_black_star]	[2,3,2,1]	[1,2,3,2]	striped_black_star	striped_black_star	12	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503960908	close	irrelevant	1	2	[checked_red_square,wavy_red_star,checked_blue_square]	[3,2,1]	[2,3,3]	checked_blue_square	checked_blue_square	13	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503978690	far	irrelevant	1	2	[striped_blue_star,wavy_black_triangle,checked_blue_circle]	[2,3,3]	[3,2,3]	checked_blue_circle	checked_blue_circle	14	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503995728	far	none	0	3	[wavy_green_triangle,striped_green_star,striped_red_square,checked_red_circle]	[3,1,2,1]	[1,1,3,3]	checked_red_circle	checked_red_circle	15	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504016596	far	none	0	2	[spotted_green_circle,spotted_red_triangle,wavy_red_star]	[3,2,2]	[2,3,1]	wavy_red_star	wavy_red_star	16	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504029813	far	irrelevant	1	2	[wavy_red_circle,checked_blue_triangle,wavy_red_star]	[3,2,3]	[1,3,2]	wavy_red_star	wavy_red_star	17	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504039072	far	none	0	3	[checked_black_circle,spotted_green_triangle,checked_blue_star,checked_red_square]	[3,3,1,1]	[3,2,1,3]	checked_red_square	checked_red_square	18	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504052058	close	irrelevant	1	2	[checked_black_triangle,wavy_red_star,wavy_green_triangle]	[1,2,1]	[3,3,2]	wavy_green_triangle	wavy_green_triangle	19	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504068456	far	irrelevant	2	3	[wavy_blue_star,spotted_black_triangle,wavy_red_star,striped_blue_square]	[3,2,1,1]	[1,1,3,2]	striped_blue_square	striped_blue_square	20	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504079463	far	irrelevant	2	3	[spotted_green_circle,spotted_red_triangle,striped_green_circle,striped_green_star]	[3,2,1,1]	[1,1,1,2]	striped_green_star	striped_green_star	21	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504095204	close	none	0	4	[spotted_black_circle,checked_green_square,spotted_red_circle,spotted_red_star,checked_blue_square]	[3,1,2,1,3]	[3,2,3,1,2]	checked_blue_square	checked_blue_square	22	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504109061	close	critical	2	4	[checked_blue_square,spotted_blue_star,checked_blue_triangle,spotted_green_square,checked_black_star]	[1,2,3,3,1]	[3,1,2,3,1]	checked_black_star	checked_black_star	23	true	within	clickedObj
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521504123606	far	none	0	3	[spotted_blue_star,checked_black_star,checked_red_star,striped_blue_square]	[2,3,1,1]	[1,3,1,2]	striped_blue_square	striped_blue_square	24	true	within	clickedObj
