weighting,perspectiveCost,prob
0.9500000000000003,0,0.05185124965469749
0.9000000000000002,0,0.05185124965469749
0.8500000000000002,0,0.05185124965469749
0.8000000000000002,0,0.05185124965469749
0.7500000000000001,0,0.05185124965469749
0.7000000000000001,0,0.05185124965469749
0.65,0,0.05185124965469749
0.6,0,0.05185124965469749
0.5499999999999999,0,0.05185124965469749
0.49999999999999994,0,0.05185124965469749
0.44999999999999996,0,0.05185124965469749
0.39999999999999997,0,0.05185124965469749
0.35,0,0.05185124965469749
0.3,0,0.049587362928253435
0.25,0,0.049587362928253435
0.2,0,0.04535180572648516
0.15000000000000002,0,0.04535180572648516
0.1,0,0.04535180572648516
0.05,0,0.04535180572648516
0,0,0.04535180572648516
0.9500000000000003,0.025,0.05125463148980964
0.9000000000000002,0.025,0.051318739838542404
0.8500000000000002,0.025,0.05138292837281663
0.8000000000000002,0.025,0.051447197192926876
0.7500000000000001,0.025,0.05151154639929322
0.7000000000000001,0.025,0.05157597609246127
0.65,0.025,0.05164048637310248
0.6,0.025,0.051705077342014155
0.5499999999999999,0.025,0.05176974910011968
0.49999999999999994,0.025,0.05183450174846872
0.44999999999999996,0.025,0.05189933538823727
0.39999999999999997,0.025,0.051964250120727945
0.35,0.025,0.052029246047369984
0.3,0.025,0.04981982366250093
0.25,0.025,0.049882137380038764
0.2,0.025,0.045678464114512075
0.15000000000000002,0.025,0.04573559789582923
0.1,0.025,0.04579280313902743
0.05,0.025,0.04585007993348983
0,0.025,0.045907428368711464
0.9500000000000003,0.05,0.050662308829056105
0.9000000000000002,0.05,0.05078912305285943
0.8500000000000002,0.05,0.05091625470884716
0.8000000000000002,0.05,0.05104370459159257
0.7500000000000001,0.05,0.051171473497657834
0.7000000000000001,0.05,0.05129956222559905
0.65,0.05,0.05142797157597115
0.6,0.05,0.051556702351333
0.5499999999999999,0.05,0.05168575535625238
0.49999999999999994,0.05,0.05181513139731099
0.44999999999999996,0.05,0.05194483128310949
0.39999999999999997,0.05,0.05207485582427261
0.35,0.05,0.052205205833454144
0.3,0.05,0.05005083577353117
0.25,0.05,0.05017611940224901
0.2,0.05,0.04600514215079919
0.15000000000000002,0.05,0.04612029889212538
0.1,0.05,0.04623574388546978
0.05,0.05,0.046351477852363966
0,0.05,0.046467501516145614
0.9500000000000003,0.075,0.05007429100688032
0.9000000000000002,0.075,0.050262422123533754
0.8500000000000002,0.075,0.0504512600563266
0.8000000000000002,0.075,0.05064080746079538
0.7500000000000001,0.075,0.05083106700245363
0.7000000000000001,0.075,0.05102204135682927
0.65,0.075,0.05121373320950229
0.6,0.075,0.051406145256142566
0.5499999999999999,0.075,0.05159928020254766
0.49999999999999994,0.075,0.0517931407646809
0.44999999999999996,0.075,0.051987729668709695
0.39999999999999997,0.075,0.05218304965104369
0.35,0.075,0.052379103458373356
0.3,0.075,0.05028036830096839
0.25,0.075,0.05046927365826855
0.2,0.075,0.04633180602496866
0.15000000000000002,0.075,0.0465058764756686
0.1,0.075,0.04668060091602287
0.05,0.075,0.04685598180309678
0,0.075,0.04703202160318698
0.9500000000000003,0.1,0.04949058677395621
0.9000000000000002,0.1,0.04973865937250466
0.8500000000000002,0.1,0.04998797544012797
0.8000000000000002,0.1,0.050238541209740833
0.7500000000000001,0.1,0.050490362945500564
0.7000000000000001,0.1,0.05074344694296361
0.65,0.1,0.05099779952924312
0.6,0.1,0.051253427063167
0.5499999999999999,0.1,0.05151033593543693
0.49999999999999994,0.1,0.05176853256878806
0.44999999999999996,0.1,0.05202802341814969
0.39999999999999997,0.1,0.05228881497080656
0.35,0.1,0.05255091374656111
0.3,0.1,0.05050839050911323
0.25,0.1,0.050761564870114934
0.2,0.1,0.04665842181364024
0.15000000000000002,0.1,0.04689229812624783
0.1,0.1,0.04712734674875092
0.05,0.1,0.04736357355737726
0,0.1,0.04760098445780939
0.9500000000000003,0.125,0.048911204295005256
0.9000000000000002,0.125,0.04921785661212351
0.8500000000000002,0.125,0.04952643150802405
0.8000000000000002,0.125,0.049836941036452975
0.7500000000000001,0.125,0.05014939732672827
0.7000000000000001,0.125,0.050463812584213466
0.65,0.125,0.05078019909079455
0.6,0.125,0.051098569205359656
0.5499999999999999,0.125,0.05141893536428186
0.49999999999999994,0.125,0.05174131008190501
0.44999999999999996,0.125,0.0520657059510325
0.39999999999999997,0.125,0.0523921356434192
0.35,0.125,0.05272061191026649
0.3,0.125,0.05073487189727468
0.25,0.125,0.05105295782973629
0.2,0.125,0.046984955490647115
0.15000000000000002,0.125,0.04727953105218928
0.1,0.125,0.04757595347642507
0.05,0.125,0.04787423434239315
0,0.125,0.04817438530172777
0.9500000000000003,0.15,0.048336151146864466
0.9000000000000002,0.15,0.04870003513973461
0.8500000000000002,0.15,0.04906665852242219
0.8000000000000002,0.15,0.049436041917589185
0.7500000000000001,0.15,0.04980820610314898
0.7000000000000001,0.15,0.05018317201343511
0.65,0.15,0.05056096074037893
0.6,0.15,0.0509415935346959
0.5499999999999999,0.15,0.051325091807081086
0.49999999999999994,0.15,0.05171147712941346
0.44999999999999996,0.15,0.05210077123596922
0.39999999999999997,0.15,0.05249299602464454
0.35,0.15,0.05288817355818722
0.3,0.15,0.05095978221000744
0.25,0.15,0.05134341741029527
0.2,0.15,0.04731137293731764
0.15000000000000002,0.15,0.04766754219953899
0.1,0.15,0.04802639277357768
0.05,0.15,0.048387944844873146
0,0.15,0.048752218750824666
0.9500000000000003,0.175,0.04776543431680595
0.9000000000000002,0.175,0.04818521573248212
0.8500000000000002,0.175,0.04860868635227561
0.8000000000000002,0.175,0.04903587859836259
0.7500000000000001,0.175,0.0494668251778581
0.7000000000000001,0.175,0.04990155908532015
0.65,0.175,0.05034011360527588
0.6,0.175,0.05078252231476994
0.5499999999999999,0.175,0.05122881908593528
0.49999999999999994,0.175,0.051679038088586454
0.44999999999999996,0.175,0.05213321379283576
0.39999999999999997,0.175,0.052591380971732424
0.35,0.175,0.05305357470392489
0.3,0.175,0.051183091447247794
0.25,0.175,0.05163290857743243
0.2,0.175,0.047637639952816
0.15000000000000002,0.175,0.04805629826137929
0.1,0.175,0.04847863590375304
0.05,0.175,0.0489046852153693
0,0.175,0.04933447881583662
0.9500000000000003,0.2,0.0471990602011094
0.9000000000000002,0.2,0.04767341864234625
0.8500000000000002,0.2,0.048152544465175334
0.8000000000000002,0.2,0.04863648558257819
0.7500000000000001,0.2,0.04912529038906982
0.7000000000000001,0.2,0.04961900776553824
0.65,0.2,0.050117687084132535
0.6,0.2,0.05062137821320013
0.5499999999999999,0.2,0.05113013152227365
0.49999999999999994,0.2,0.051643997887107974
0.44999999999999996,0.2,0.05216302869476784
0.39999999999999997,0.2,0.0526872758487665
0.35,0.2,0.05321679177425627
0.3,0.2,0.05140476987434086
0.25,0.2,0.05192139640050118
0.2,0.2,0.04796372226453546
0.15000000000000002,0.2,0.048445765687272685
0.1,0.2,0.04893265372695022
0.05,0.2,0.04942443507277782
0,0.2,0.049921158903299845
