weighting,perspectiveCost,prob
0.9500000000000003,0,0.05272481265862942
0.9000000000000002,0,0.05250050206596733
0.8500000000000002,0,0.052273973103435824
0.8000000000000002,0,0.05204480072891753
0.7500000000000001,0,0.05181248677380513
0.7000000000000001,0,0.05157643618511551
0.65,0,0.05133592357792659
0.6,0,0.05109004501132011
0.5499999999999999,0,0.05083764659953399
0.49999999999999994,0,0.05057721563787644
0.44999999999999996,0,0.0503067088013433
0.39999999999999997,0,0.05002327006626027
0.35,0,0.04972274525848305
0.3,0,0.049398797673087025
0.25,0,0.049041179132657896
0.2,0,0.04863203043467057
0.15000000000000002,0,0.04813694956042156
0.1,0,0.047479382335403705
0.05,0,0.0464441370644751
0,0,0.04404095733066983
0.9500000000000003,0.025,0.052116429132245276
0.9000000000000002,0.025,0.051959615768276554
0.8500000000000002,0.025,0.05180013033076125
0.8000000000000002,0.025,0.05163754191502592
0.7500000000000001,0.025,0.051471344839240596
0.7000000000000001,0.025,0.05130093455248018
0.65,0.025,0.051125573713747374
0.6,0.025,0.05094434328437669
0.5499999999999999,0.025,0.050756070128875154
0.49999999999999994,0.025,0.05055921660476683
0.44999999999999996,0.025,0.05035170634618767
0.39999999999999997,0.025,0.050130638234878455
0.35,0.025,0.04989179417232397
0.3,0.025,0.04962874239167956
0.25,0.025,0.04933108451712707
0.2,0.025,0.04898070478024856
0.15000000000000002,0.025,0.048542714837724175
0.1,0.025,0.047939491647415615
0.05,0.025,0.04695286852536085
0,0.025,0.04457905427725814
0.9500000000000003,0.05,0.05151241983612876
0.9000000000000002,0.05,0.05142166079807539
0.8500000000000002,0.05,0.05132794641544812
0.8000000000000002,0.05,0.051230838614721545
0.7500000000000001,0.05,0.05112982287654144
0.7000000000000001,0.05,0.05102428380241861
0.65,0.05,0.05091347071157422
0.6,0.05,0.050796448038835644
0.5499999999999999,0.05,0.05067202191077183
0.49999999999999994,0.05,0.050538628179596895
0.44999999999999996,0.05,0.05039415576278651
0.39999999999999997,0.05,0.050235656618717775
0.35,0.05,0.050058846669272024
0.3,0.05,0.04985719667452443
0.25,0.05,0.04962015504592472
0.2,0.05,0.04932934531130207
0.15000000000000002,0.05,0.04894938630035451
0.1,0.05,0.0484015737164297
0.05,0.05,0.04746473452358222
0,0.05,0.0451214081929939
0.9500000000000003,0.075,0.05091279519139348
0.9000000000000002,0.075,0.0508866612117881
0.8500000000000002,0.075,0.050857453950923504
0.8000000000000002,0.075,0.05082472749819076
0.7500000000000001,0.075,0.05078795780585732
0.7000000000000001,0.075,0.050746517907024835
0.65,0.075,0.05069964302144485
0.6,0.075,0.05064638024781218
0.5499999999999999,0.075,0.05058551410063219
0.49999999999999994,0.075,0.050515452968092955
0.44999999999999996,0.075,0.050434049978461404
0.39999999999999997,0.075,0.050338308935290926
0.35,0.075,0.05022387831649831
0.3,0.075,0.050084129581597664
0.25,0.075,0.04990835549027896
0.2,0.075,0.049677915293543276
0.15000000000000002,0.075,0.0493569290414874
0.1,0.075,0.0488655993190164
0.05,0.075,0.047979715830585086
0,0.075,0.04566801431008023
0.9500000000000003,0.1,0.05031756500530271
0.9000000000000002,0.1,0.05035464054001587
0.8500000000000002,0.1,0.0503886851480968
0.8000000000000002,0.1,0.0504192450278064
0.7500000000000001,0.1,0.050445786524901476
0.7000000000000001,0.1,0.05046767099441716
0.65,0.1,0.05048411940649546
0.6,0.1,0.05049416132183782
0.5499999999999999,0.1,0.05049655937455526
0.49999999999999994,0.1,0.050489694133679305
0.44999999999999996,0.1,0.050471382466791885
0.39999999999999997,0.1,0.050438579389324806
0.35,0.1,0.05038686506558946
0.3,0.1,0.05030951041757308
0.25,0.1,0.050195650699293486
0.2,0.1,0.05002637788943867
0.15000000000000002,0.1,0.04976530787149956
0.1,0.1,0.04933153879017189
0.05,0.1,0.048497792661946204
0,0.1,0.046218867271262815
0.9500000000000003,0.125,0.04972673846878053
0.9000000000000002,0.125,0.04982562178144244
0.8500000000000002,0.125,0.04992167182639011
0.8000000000000002,0.125,0.05001442744728399
0.7500000000000001,0.125,0.050103345897366466
0.7000000000000001,0.125,0.05018777733755983
0.65,0.125,0.05026692893324606
0.6,0.125,0.05033981310149818
0.5499999999999999,0.125,0.050405170924978086
0.49999999999999994,0.125,0.05046135539651751
0.44999999999999996,0.125,0.050506147250130334
0.39999999999999997,0.125,0.05053645267853174
0.35,0.125,0.05054778326106531
0.3,0.125,0.05053330874231999
0.25,0.125,0.05048200561145323
0.2,0.125,0.05037469616961421
0.15000000000000002,0.125,0.05017448732811998
0.1,0.125,0.049799362031121286
0.05,0.125,0.049018944681934115
0,0.125,0.0467739611306467
0.9500000000000003,0.15,0.04914032415419528
0.9000000000000002,0.15,0.04929962739698036
0.8500000000000002,0.15,0.049456445404952365
0.8000000000000002,0.15,0.04961031077094752
0.7500000000000001,0.15,0.04976067274136518
0.7000000000000001,0.15,0.04990687134302369
0.65,0.15,0.0500481009617457
0.6,0.15,0.05018335784986569
0.5499999999999999,0.15,0.05031136245607293
0.49999999999999994,0.15,0.050430441032274564
0.44999999999999996,0.15,0.0505383389018514
0.39999999999999997,0.15,0.050631913999145635
0.35,0.15,0.05070660964871559
0.3,0.15,0.05075549438129166
0.25,0.15,0.050767385266103596
0.2,0.15,0.05072283312432121
0.15000000000000002,0.15,0.05058443168672195
0.1,0.15,0.05026903851733045
0.05,0.15,0.0495431510083217
0,0.15,0.0473332893547735
0.9500000000000003,0.175,0.04855833001341609
0.9000000000000002,0.175,0.04877667930416055
0.8500000000000002,0.175,0.048993036894062925
0.8000000000000002,0.175,0.04920693077311121
0.7500000000000001,0.175,0.0494178038179036
0.7000000000000001,0.175,0.049624987539692335
0.65,0.175,0.0498276651355831
0.6,0.175,0.0500248182447309
0.5499999999999999,0.175,0.05021514817889645
0.49999999999999994,0.175,0.050396955870620444
0.44999999999999996,0.175,0.050567952548333385
0.39999999999999997,0.175,0.05072494905121901
0.35,0.175,0.05086332138374891
0.3,0.175,0.050976037435796734
0.25,0.175,0.051051754814895406
0.2,0.175,0.051070751674954146
0.15000000000000002,0.175,0.05099510497074957
0.1,0.175,0.05074053730672052
0.05,0.175,0.050070390217446914
0,0.175,0.047896844823957556
0.9500000000000003,0.2,0.0479807633761437
0.9000000000000002,0.2,0.04825679887176947
0.8500000000000002,0.2,0.048531476886729576
0.8000000000000002,0.2,0.04880432297758411
0.7500000000000001,0.2,0.04907477581939311
0.7000000000000001,0.2,0.049342160567421675
0.65,0.2,0.049605651371769796
0.6,0.2,0.0498642173706387
0.5499999999999999,0.2,0.05011654280629476
0.49999999999999994,0.2,0.05036090529345592
0.44999999999999996,0.2,0.05059498387067077
0.39999999999999997,0.2,0.050815544043677434
0.35,0.2,0.05101789603874944
0.3,0.2,0.05119490829314687
0.25,0.2,0.051335079533187875
0.2,0.2,0.051418414685613874
0.15000000000000002,0.2,0.051406470962272285
0.1,0.2,0.05121382704808041
0.05,0.2,0.05060064034951942
0,0.2,0.04846461983388072
