occlusionSensitive,-2887.2650151957837
mixture,-3018.508529541325
egocentric,-3689.3178488806075
mixture,-3739.9774623067333
egocentric,-3950.7225268889324
egocentric,-3879.596923917756
egocentric,-3746.819468111815
occlusionSensitive,-2842.988173082573
egocentric,-3977.432924181818
egocentric,-4046.181654459011
egocentric,-3697.474245422345
mixture,-3275.8963892943098
mixture,-2870.7725418850414
egocentric,-3789.3374603260645
occlusionSensitive,-3133.6067960925616
egocentric,-3705.7145207574567
mixture,-2903.848758555291
egocentric,-3750.7519635964923
mixture,-2862.205251056119
egocentric,-3716.2054954501846
occlusionSensitive,-2913.753827844332
mixture,-2899.8864548391675
mixture,-2981.5336501605916
mixture,-2954.936928031729
mixture,-2830.9239431301776
occlusionSensitive,-2793.8691452932453
egocentric,-3696.3608772636753
mixture,-3020.9743265804445
mixture,-2816.976484588114
occlusionSensitive,-2888.6391311636767
mixture,-2879.4520712554713
mixture,-5301.901361722522
egocentric,-3844.955978060685
occlusionSensitive,-2824.4823286058167
mixture,-2966.9744761135635
mixture,-2900.2479927422537
egocentric,-3689.643476150788
mixture,-2837.3805252150455
egocentric,-3683.9214782315635
egocentric,-3663.5733300692555
egocentric,-4282.077881260116
occlusionSensitive,-2850.7233080444735
egocentric,-4179.054859546222
mixture,-2794.305540143637
mixture,-2817.644417965683
egocentric,-3661.915208936901
egocentric,-3745.5030820091606
mixture,-2846.5107778895276
occlusionSensitive,-3027.6184664115713
occlusionSensitive,-3237.620155474604
occlusionSensitive,-2880.5607237526915
occlusionSensitive,-2818.802996011895
occlusionSensitive,-2797.7485306313465
occlusionSensitive,-2795.7572136131294
occlusionSensitive,-3030.5995080617367
occlusionSensitive,-3435.2292097791715
occlusionSensitive,-2795.50505651671
occlusionSensitive,-3022.0137988595257
occlusionSensitive,-2783.249458495857
occlusionSensitive,-2867.4258715533883
undefined
