weighting,numDatapoints,prob
0.9500000000000003,1,0.050372197012692466
0.9000000000000002,1,0.05040727900766566
0.8500000000000002,1,0.05043928395326521
0.8000000000000002,1,0.05046773476177392
0.7500000000000001,1,0.050492069183484124
0.7000000000000001,1,0.050511612846845584
0.65,1,0.05052554128562571
0.6,1,0.05053282518129033
0.5499999999999999,1,0.050532149304143875
0.49999999999999994,1,0.05052178890992964
0.44999999999999996,1,0.05049941474043611
0.39999999999999997,1,0.05046177294825993
0.35,1,0.05040413443813178
0.3,1,0.05031929208755283
0.25,1,0.050195601252388755
0.2,1,0.0500127893115714
0.15000000000000002,1,0.04973184639201089
0.1,1,0.04926607114033814
0.05,1,0.04837216960509287
0,1,0.04593442663750095
0.9500000000000003,10,0.05085493931258002
0.9000000000000002,10,0.05087212760194876
0.8500000000000002,10,0.05088582975851133
0.8000000000000002,10,0.050895359608461505
0.7500000000000001,10,0.05089989851003643
0.7000000000000001,10,0.05089845218488252
0.65,10,0.05088978982664506
0.6,10,0.050872356205362665
0.5499999999999999,10,0.05084414148208907
0.49999999999999994,10,0.05080248267990001
0.44999999999999996,10,0.050743750612839714
0.39999999999999997,10,0.05066283649406201
0.35,10,0.05055227004417526
0.3,10,0.05040061704349515
0.25,10,0.05018935748646067
0.2,10,0.04988623678149354
0.15000000000000002,10,0.04942931703053437
0.1,10,0.048681675573699235
0.05,10,0.04726327602589356
0,10,0.04347528573692864
0.9500000000000003,100,0.05211086892084479
0.9000000000000002,100,0.052079340590748716
0.8500000000000002,100,0.05204323247259729
0.8000000000000002,100,0.05200128228595954
0.7500000000000001,100,0.051951968861247734
0.7000000000000001,100,0.051893425836938685
0.65,100,0.0518233200302229
0.6,100,0.05173867610351393
0.5499999999999999,100,0.051635617371680785
0.49999999999999994,100,0.05150897156982113
0.44999999999999996,100,0.05135165128007657
0.39999999999999997,100,0.05115364233328234
0.35,100,0.05090027566986734
0.3,100,0.05056910910875012
0.25,100,0.05012390677530868
0.2,100,0.04950196675300062
0.15000000000000002,100,0.04858420651462586
0.1,100,0.04711213514450356
0.05,100,0.04439090732613865
0,100,0.037525495050870813
0.9500000000000003,15,0.0510850844309112
0.9000000000000002,15,0.05109356775687729
0.8500000000000002,15,0.05109836877683413
0.8000000000000002,15,0.05109869947063994
0.7500000000000001,15,0.051093616552359514
0.7000000000000001,15,0.05108197050381502
0.65,15,0.051062333674550445
0.6,15,0.05103289649533729
0.5499999999999999,15,0.05099131377804218
0.49999999999999994,15,0.05093447039736193
0.44999999999999996,15,0.050858111956261894
0.39999999999999997,15,0.050756239534759454
0.35,15,0.05062007093796119
0.3,15,0.050436155449382666
0.25,15,0.05018270671203732
0.2,15,0.04982180861171845
0.15000000000000002,15,0.049280771619521505
0.1,15,0.04839939122150241
0.05,15,0.04673547730238427
0,15,0.04233694481774165
