iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820752324	scripted	1	0	magnet	0	exp	7	false	director	move the magnet down by one space	NaN	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820789122	scripted	1	1	handcuffs	0	exp	7	false	director	move the hand cuffs down by one	5734	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820817199	scripted	1	2	pandaToy	0	exp	7	false	director	move the panda down a box	8466	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820846661	scripted	1	3	mediumCandle	0	exp	7	true	director	move the small candle down by one space	37928	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820871384	scripted	1	3	mediumCandle	1	exp	7	true	director	move the red candle down by one space	6310	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820896384	scripted	2	0	comb	0	base	8	false	director	Move the brown comb up one space	6016	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820911831	scripted	2	1	computerMouse	0	base	8	true	director	move the mouse up by one space	21460	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820936826	scripted	2	2	castIronPan	0	base	8	false	director	move the black cast iron skillet (pan) up by one space	13264	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820970277	scripted	2	3	piano	0	base	8	false	director	move the black piano left one space	7698	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522820989612	scripted	3	0	airplane	0	exp	1	false	director	move the black and red plane right one space	7150	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522821011096	scripted	3	1	sunGlasses	0	exp	1	true	director	move the glasses one space to the right	28636	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522821026754	scripted	3	2	barrel	0	exp	1	false	director	move the barrel down by one space	44292	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522821045037	scripted	3	3	saxophone	0	exp	1	false	director	move the saxaphone up one space	3678	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522821058574	scripted	4	0	carrot	0	base	4	false	director	move the carrot up one space	17216	chatMessage
planned_sample	2330-f0a1f680-40cc-402e-807d-23882b89bdff	1522821074025	scripted	4	1	mediumMeasuringCup	0	base	4	true	director	move the large measuring cup down one space	32666	chatMessage
