iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	1	1578455727275	far	irrelevant	1	2	[striped_green_triangle,wavy_blue_circle,wavy_black_star]	[1,2,1]	[2,3,1]	[1,2]	[3,1]	false	wavy_black_star	wavy_black_star	true	scripted	1653	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	2	1578455735625	far	irrelevant	1	3	[striped_green_triangle,spotted_black_circle,striped_blue_square,striped_blue_star]	[2,1,3,3]	[3,1,1,3]	[1,1]	[2,1]	false	striped_blue_star	striped_blue_star	true	scripted	3033	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	3	1578455743129	close	irrelevant	2	4	[striped_black_circle,spotted_red_triangle,wavy_green_square,spotted_green_circle,striped_black_square]	[3,3,1,1,3]	[2,3,1,3,1]	[3,3]	[1,3]	false	striped_black_square	striped_black_square	true	scripted	1872	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	4	1578455750229	far	irrelevant	2	4	[checked_black_square,spotted_black_triangle,striped_green_triangle,spotted_red_square,spotted_blue_circle]	[3,2,3,1,2]	[1,1,3,2,3]	[3,1]	[1,2]	false	spotted_blue_circle	spotted_blue_circle	true	scripted	1933	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	5	1578455757891	close	irrelevant	2	3	[spotted_red_circle,wavy_blue_circle,spotted_black_star,wavy_black_star]	[3,1,3,3]	[1,1,2,3]	[3,1]	[1,1]	false	wavy_black_star	spotted_black_star	false	scripted	2809	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	6	1578455763750	far	irrelevant	1	2	[spotted_black_star,checked_blue_star,spotted_red_triangle]	[3,2,3]	[2,1,3]	[3,2]	[2,3]	false	spotted_red_triangle	spotted_red_triangle	true	scripted	1161	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	7	1578455769954	close	critical	1	3	[wavy_green_triangle,spotted_green_star,wavy_black_square,checked_green_star]	[3,2,1,3]	[1,1,3,2]	[2,1]	[2,3]	false	checked_green_star	checked_green_star	true	scripted	1680	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	8	1578455776668	far	irrelevant	1	2	[striped_red_star,striped_black_circle,striped_black_triangle]	[3,1,1]	[2,2,1]	[3,2]	[3,3]	false	striped_black_triangle	striped_black_triangle	true	scripted	2024	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	9	1578455784829	close	irrelevant	1	2	[checked_red_triangle,wavy_red_square,striped_red_triangle]	[1,1,2]	[1,3,1]	[1,3]	[3,2]	false	striped_red_triangle	striped_red_triangle	true	scripted	4050	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	10	1578455790815	far	irrelevant	2	3	[spotted_blue_square,spotted_green_star,checked_red_square,checked_green_circle]	[3,2,2,3]	[2,3,1,3]	[2,3]	[2,1]	false	checked_green_circle	checked_green_circle	true	scripted	1112	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	11	1578455795935	far	irrelevant	1	3	[checked_blue_triangle,striped_blue_star,striped_green_star,checked_black_square]	[1,1,3,2]	[2,3,2,3]	[3,2]	[1,1]	false	checked_black_square	checked_black_square	true	scripted	1051	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	12	1578455802554	close	critical	2	4	[spotted_blue_square,striped_black_circle,checked_red_star,striped_black_triangle,striped_green_square]	[1,3,1,2,3]	[1,3,2,1,2]	[1,1]	[3,3]	false	striped_green_square	striped_green_square	true	scripted	2320	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	13	1578455808551	close	critical	1	3	[wavy_green_circle,spotted_blue_square,checked_blue_square,checked_green_circle]	[3,3,1,1]	[2,1,1,2]	[3,2]	[1,3]	false	checked_green_circle	checked_green_circle	true	scripted	1465	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	14	1578455814305	far	irrelevant	2	3	[checked_red_circle,wavy_black_square,wavy_red_square,striped_black_triangle]	[3,3,2,1]	[3,1,1,2]	[3,1]	[2,1]	false	striped_black_triangle	striped_black_triangle	true	scripted	1402	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	15	1578455820794	far	irrelevant	2	4	[striped_green_square,striped_red_square,spotted_black_square,wavy_green_circle,checked_red_triangle]	[2,3,3,3,1]	[3,1,3,2,2]	[3,3]	[3,2]	false	checked_red_triangle	checked_red_triangle	true	scripted	2028	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	16	1578455827357	close	critical	2	3	[spotted_green_star,spotted_red_circle,checked_black_square,checked_blue_square]	[2,2,1,1]	[1,3,2,3]	[2,1]	[1,2]	false	checked_blue_square	checked_blue_square	true	scripted	1246	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	17	1578455834115	close	irrelevant	2	3	[striped_green_star,striped_black_triangle,spotted_red_circle,striped_red_triangle]	[2,3,1,1]	[1,3,1,2]	[2,1]	[1,1]	false	striped_red_triangle	striped_red_triangle	true	scripted	2190	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	18	1578455839961	close	irrelevant	1	2	[wavy_black_star,spotted_green_triangle,checked_black_star]	[2,3,3]	[1,3,2]	[3,3]	[1,3]	false	checked_black_star	checked_black_star	true	scripted	1851	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	19	1578455846166	far	irrelevant	1	4	[wavy_black_triangle,checked_black_star,striped_red_star,checked_red_square,wavy_red_circle]	[1,1,3,1,3]	[1,3,3,2,1]	[1,3]	[3,2]	false	wavy_red_circle	wavy_red_circle	true	scripted	1483	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	20	1578455854213	far	irrelevant	1	3	[striped_red_circle,checked_green_circle,checked_blue_square,striped_blue_star]	[3,3,1,2]	[2,1,1,3]	[3,2]	[2,1]	false	striped_blue_star	striped_blue_star	true	scripted	2904	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	21	1578455859718	far	irrelevant	1	2	[wavy_black_square,checked_black_circle,checked_black_triangle]	[2,3,3]	[3,2,3]	[3,2]	[3,1]	false	checked_black_triangle	checked_black_triangle	true	scripted	1232	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	22	1578455865395	close	irrelevant	2	4	[striped_red_circle,checked_black_circle,checked_red_square,wavy_black_star,checked_blue_star]	[3,1,2,1,1]	[3,2,3,3,1]	[3,3]	[2,3]	false	checked_blue_star	checked_blue_star	true	scripted	1254	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	23	1578455870152	far	irrelevant	1	2	[checked_blue_triangle,spotted_green_triangle,spotted_black_circle]	[3,3,2]	[3,2,1]	[3,2]	[1,3]	false	spotted_black_circle	spotted_black_circle	true	scripted	900	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	24	1578455875837	close	irrelevant	1	3	[wavy_blue_star,checked_red_circle,wavy_red_square,checked_black_star]	[3,2,1,3]	[3,1,3,1]	[1,3]	[1,2]	false	checked_black_star	checked_black_star	true	scripted	938	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	25	1578455882574	close	critical	1	3	[striped_black_square,checked_red_star,wavy_blue_triangle,striped_green_star]	[1,3,3,2]	[1,3,2,1]	[3,3]	[3,1]	false	striped_green_star	striped_green_star	true	scripted	1862	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	26	1578455887755	far	irrelevant	1	2	[checked_blue_triangle,striped_blue_triangle,checked_green_square]	[3,1,1]	[3,1,3]	[1,1]	[1,2]	false	checked_green_square	checked_green_square	true	scripted	1037	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	27	1578455894662	close	critical	1	4	[spotted_black_star,wavy_blue_circle,wavy_black_square,wavy_green_triangle,wavy_green_square]	[2,3,1,1,3]	[3,1,2,3,3]	[1,2]	[2,1]	false	wavy_green_square	wavy_green_square	true	scripted	1399	clickedObj
pilot1	7563-9c5a71e8-90cb-4dc6-9bd3-81719af78738	28	1578455900157	far	irrelevant	2	4	[wavy_black_star,striped_red_star,spotted_black_triangle,striped_blue_triangle,spotted_blue_square]	[3,1,2,3,1]	[2,3,3,1,2]	[1,3]	[3,1]	false	spotted_blue_square	spotted_blue_square	true	scripted	907	clickedObj
