iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	1	1578453819590	far	irrelevant	2	3	[wavy_black_triangle,wavy_blue_triangle,wavy_red_star,checked_red_circle]	[2,3,3,1]	[1,2,3,2]	[2,1]	[3,2]	false	checked_red_circle	checked_red_circle	true	scripted	6091	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	2	1578453828110	far	irrelevant	1	4	[checked_green_star,checked_green_square,checked_black_triangle,wavy_green_star,checked_green_circle]	[2,2,3,3,1]	[3,1,1,2,1]	[3,2]	[1,2]	false	checked_green_circle	checked_green_circle	true	scripted	2340	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	3	1578453834205	far	irrelevant	1	3	[wavy_blue_circle,spotted_blue_star,striped_red_square,spotted_black_triangle]	[2,2,3,3]	[3,1,1,2]	[2,3]	[3,3]	false	spotted_black_triangle	spotted_black_triangle	true	scripted	1573	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	4	1578453841017	close	irrelevant	1	4	[spotted_green_star,spotted_red_circle,checked_red_circle,spotted_blue_triangle,checked_red_triangle]	[1,3,1,2,1]	[3,1,2,1,1]	[1,2]	[2,3]	false	checked_red_triangle	checked_red_triangle	true	scripted	2364	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	5	1578453849903	close	critical	1	2	[striped_green_circle,striped_green_square,spotted_green_square]	[1,3,2]	[1,3,3]	[3,3]	[1,3]	false	spotted_green_square	spotted_green_square	true	scripted	3870	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	6	1578453856352	far	irrelevant	2	3	[spotted_green_star,checked_green_circle,wavy_green_square,checked_red_triangle]	[1,2,3,1]	[1,3,2,2]	[1,1]	[2,3]	false	checked_red_triangle	checked_red_triangle	true	scripted	1836	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	7	1578453863305	close	irrelevant	1	3	[wavy_green_star,striped_blue_triangle,spotted_red_circle,wavy_green_triangle]	[1,2,1,2]	[3,3,1,1]	[1,3]	[3,3]	false	wavy_green_triangle	wavy_green_triangle	true	scripted	1737	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	8	1578453868984	close	irrelevant	1	4	[striped_blue_star,striped_blue_square,checked_green_star,striped_green_star,checked_black_square]	[1,2,3,1,3]	[3,1,3,1,1]	[1,1]	[2,3]	false	checked_black_square	checked_black_square	true	scripted	1616	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	9	1578453876097	far	irrelevant	1	3	[striped_green_star,spotted_black_circle,wavy_red_star,striped_red_triangle]	[2,1,1,1]	[1,3,1,2]	[1,3]	[3,3]	false	striped_red_triangle	striped_red_triangle	true	scripted	1949	clickedObj
pilot1	2105-28715f97-7055-4654-92dd-a7cc5429d225	10	1578453882624	far	irrelevant	2	4	[wavy_green_star,striped_blue_star,checked_green_star,striped_blue_square,checked_black_circle]	[2,3,2,1,1]	[1,3,3,2,3]	[3,3]	[2,3]	false	checked_black_circle	checked_black_circle	true	scripted	1607	clickedObj
