iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453978941	close	irrelevant	1	2	[checked_red_star,spotted_black_square,wavy_red_square]	[3,1,3]	[3,1,2]	[3,3]	[2,3]	false	wavy_red_square	wavy_red_square	true	scripted	5128	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	2	1578453988380	far	irrelevant	1	4	[spotted_red_star,striped_blue_circle,wavy_red_triangle,checked_black_circle,spotted_blue_square]	[3,1,2,2,3]	[1,3,1,3,2]	[3,1]	[3,3]	false	spotted_blue_square	spotted_blue_square	true	scripted	2820	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	3	1578453997526	far	irrelevant	1	3	[striped_blue_triangle,checked_red_triangle,checked_black_star,spotted_red_square]	[3,1,1,1]	[3,2,1,3]	[1,2]	[3,2]	false	spotted_red_square	spotted_red_square	true	scripted	4475	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	4	1578454004068	far	irrelevant	1	2	[wavy_black_star,striped_red_circle,wavy_green_triangle]	[1,3,2]	[3,2,3]	[1,3]	[3,3]	false	wavy_green_triangle	wavy_green_triangle	true	scripted	1581	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	5	1578454010463	far	irrelevant	2	3	[striped_black_star,spotted_black_circle,checked_black_star,spotted_blue_square]	[2,1,1,3]	[1,2,1,1]	[2,1]	[1,1]	false	spotted_blue_square	spotted_blue_square	true	scripted	1579	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	6	1578454020458	close	irrelevant	2	3	[wavy_green_circle,wavy_blue_triangle,spotted_green_square,spotted_green_circle]	[3,1,3,3]	[2,2,1,3]	[1,2]	[3,1]	false	spotted_green_circle	wavy_green_circle	false	scripted	5285	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	7	1578454029924	close	critical	1	2	[striped_blue_star,checked_red_circle,checked_green_circle]	[2,1,3]	[1,1,2]	[1,1]	[1,3]	false	checked_green_circle	checked_green_circle	true	scripted	3805	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	8	1578454036854	far	irrelevant	1	2	[spotted_black_square,spotted_green_triangle,striped_black_circle]	[3,1,1]	[2,1,3]	[3,2]	[2,1]	false	striped_black_circle	striped_black_circle	true	scripted	1684	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	9	1578454043775	far	irrelevant	2	4	[checked_green_triangle,spotted_red_triangle,checked_red_triangle,striped_green_star,spotted_green_circle]	[1,1,2,2,3]	[1,2,3,1,1]	[1,1]	[2,1]	false	spotted_green_circle	spotted_green_circle	true	scripted	1771	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	10	1578454050933	close	critical	2	4	[checked_green_star,spotted_red_triangle,wavy_green_circle,spotted_red_star,spotted_black_triangle]	[2,1,3,3,3]	[1,1,3,2,1]	[1,1]	[3,2]	false	spotted_black_triangle	spotted_black_triangle	true	scripted	2087	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	11	1578454057411	far	irrelevant	2	4	[striped_green_circle,spotted_black_star,checked_black_circle,wavy_green_star,wavy_green_square]	[2,3,1,1,2]	[1,2,2,1,3]	[3,2]	[1,1]	false	wavy_green_square	wavy_green_square	true	scripted	1588	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	12	1578454069393	close	irrelevant	2	3	[checked_red_square,striped_blue_triangle,striped_black_triangle,wavy_red_square]	[1,3,1,3]	[2,2,3,3]	[3,2]	[1,3]	false	wavy_red_square	checked_red_square	false	scripted	6072	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	13	1578454075816	far	irrelevant	1	2	[wavy_red_circle,spotted_green_square,wavy_black_triangle]	[1,2,3]	[2,1,1]	[2,1]	[3,2]	false	wavy_black_triangle	wavy_black_triangle	true	scripted	1437	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	14	1578454082016	far	irrelevant	2	3	[checked_blue_star,wavy_blue_star,spotted_red_triangle,wavy_black_circle]	[2,3,1,1]	[1,2,2,3]	[2,1]	[1,2]	false	wavy_black_circle	wavy_black_circle	true	scripted	1511	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	15	1578454089738	far	irrelevant	1	2	[spotted_green_square,checked_green_star,spotted_green_triangle]	[3,2,2]	[2,1,3]	[2,1]	[1,1]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	1591	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	16	1578454096026	close	irrelevant	1	4	[wavy_red_triangle,spotted_green_circle,striped_black_star,spotted_green_square,wavy_red_square]	[2,2,3,1,1]	[1,3,2,1,3]	[2,1]	[1,2]	false	wavy_red_square	wavy_red_square	true	scripted	1775	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	17	1578454102433	far	irrelevant	1	2	[striped_red_triangle,spotted_red_star,spotted_green_circle]	[2,1,3]	[1,3,1]	[1,3]	[1,2]	false	spotted_green_circle	spotted_green_circle	true	scripted	1176	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	18	1578454110420	close	irrelevant	2	4	[checked_green_circle,checked_green_triangle,striped_blue_star,spotted_green_square,striped_red_square]	[1,2,1,2,3]	[3,3,1,1,3]	[2,3]	[1,1]	false	striped_red_square	striped_red_square	true	scripted	1968	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	19	1578454123532	close	critical	2	3	[wavy_black_triangle,wavy_blue_circle,wavy_blue_star,spotted_blue_star]	[3,1,3,3]	[3,2,1,2]	[1,2]	[3,1]	false	spotted_blue_star	spotted_blue_star	true	scripted	2475	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	20	1578454130236	close	critical	1	2	[wavy_black_square,spotted_red_circle,wavy_blue_square]	[1,3,1]	[3,2,1]	[1,3]	[3,1]	false	wavy_blue_square	wavy_blue_square	true	scripted	2008	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	21	1578454140294	close	critical	1	2	[spotted_blue_star,wavy_green_triangle,wavy_red_triangle]	[3,2,1]	[3,1,3]	[2,1]	[1,1]	false	wavy_red_triangle	wavy_red_triangle	true	scripted	1729	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	22	1578454146480	far	irrelevant	2	4	[spotted_black_triangle,spotted_green_circle,checked_blue_triangle,checked_blue_circle,wavy_black_star]	[3,2,1,3,3]	[2,3,3,1,3]	[1,3]	[3,1]	false	wavy_black_star	wavy_black_star	true	scripted	1529	clickedObj
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	23	1578454152523	far	irrelevant	2	3	[striped_red_circle,spotted_blue_star,checked_green_circle,wavy_red_square]	[2,2,3,3]	[3,1,2,1]	[2,3]	[3,2]	false	wavy_red_square	wavy_red_square	true	scripted	1680	clickedObj
