,attemptNum,attemptedObject,attemptedX,attemptedY,condition,correct,critical,eventType,gameid,instructionNum,intendedX,intendedY,iterationName,objectSet,responseTime,serverTime,targetObject,trialNum,trialType
505,0,headphones,3,3,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,2,3,3,planned_sample,5,4048,1522821792888.0,headphones,6,base
506,0,book,3,1,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,3,3,1,planned_sample,5,3610,1522821813461.0,book,6,base
507,0,comb,1,1,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,0,1,1,planned_sample,8,4017,1522821835219.0,comb,7,exp
508,0,computerMouse,4,2,unscripted,correct,True,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,1,4,2,planned_sample,8,3946,1522821856199.0,computerMouse,7,exp
509,0,castIronPan,3,3,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,2,3,3,planned_sample,8,3071,1522821874206.0,castIronPan,7,exp
510,0,piano,1,4,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,3,1,4,planned_sample,8,2112,1522821890908.0,piano,7,exp
511,0,carrot,2,3,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,0,2,3,planned_sample,4,1962,1522821912349.0,carrot,8,exp
512,0,mediumMeasuringCup,4,4,unscripted,correct,True,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,1,4,4,planned_sample,4,8945,1522821957651.0,mediumMeasuringCup,8,exp
513,0,waterBottle,2,2,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,2,2,2,planned_sample,4,6777,1522821982496.0,waterBottle,8,exp
514,0,chair,3,2,unscripted,correct,False,drop,0849-3c0ff096-1ccb-4100-bc6e-640aef71617b,3,3,2,planned_sample,4,2707,1522822009127.0,chair,8,exp
515,0,scissors,2,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,2,2,planned_sample,3,13440,1522826692489.0,scissors,1,exp
516,0,knife,3,4,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,3,4,planned_sample,3,6640,1522826712372.0,knife,1,exp
517,0,barOfSoap,3,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,3,3,planned_sample,3,8440,1522826738857.0,barOfSoap,1,exp
518,0,cassetteTape,3,2,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,3,2,planned_sample,3,8287,1522826765122.0,cassetteTape,1,exp
519,0,binoculars,2,4,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,2,4,planned_sample,2,6463,1522826798599.0,binoculars,2,base
520,0,wrench,2,1,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,2,1,planned_sample,2,12152,1522826838899.0,wrench,2,base
521,0,middleBlock,3,3,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,3,3,planned_sample,2,14809,1522826921107.0,middleBlock,2,base
522,0,coffeeMug,2,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,2,2,planned_sample,2,5521,1522826946836.0,coffeeMug,2,base
523,0,magnet,2,4,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,2,4,planned_sample,7,5816,1522826976990.0,magnet,3,base
524,0,handcuffs,4,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,4,3,planned_sample,7,5816,1522826996942.0,handcuffs,3,base
525,0,pandaToy,3,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,3,2,planned_sample,7,7120,1522827021708.0,pandaToy,3,base
526,0,mediumCandle,1,2,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,1,2,planned_sample,7,6040,1522827043046.0,mediumCandle,3,base
527,0,comb,1,1,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,1,1,planned_sample,8,4904,1522827059623.0,comb,4,exp
528,0,computerMouse,4,2,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,4,2,planned_sample,8,7432,1522827082552.0,computerMouse,4,exp
529,0,castIronPan,3,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,3,3,planned_sample,8,7328,1522827106962.0,castIronPan,4,exp
530,0,piano,1,4,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,1,4,planned_sample,8,6272,1522827139258.0,piano,4,exp
531,0,airplane,3,1,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,3,1,planned_sample,1,12704,1522827171506.0,airplane,5,exp
532,0,sunGlasses,4,4,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,4,4,planned_sample,1,7480,1522827202035.0,sunGlasses,5,exp
533,0,barrel,4,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,4,3,planned_sample,1,4368,1522827223220.0,barrel,5,exp
534,0,saxophone,2,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,2,3,planned_sample,1,7408,1522827253012.0,saxophone,5,exp
535,0,carrot,2,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,2,3,planned_sample,4,4264,1522827277668.0,carrot,6,base
536,0,mediumMeasuringCup,4,4,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,4,4,planned_sample,4,7992,1522827309661.0,mediumMeasuringCup,6,base
537,0,waterBottle,2,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,2,2,planned_sample,4,8904,1522827340214.0,waterBottle,6,base
538,0,chair,3,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,3,2,planned_sample,4,10161,1522827376632.0,chair,6,base
539,0,banana,4,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,4,2,planned_sample,6,5617,1522827396120.0,banana,7,exp
540,0,dollar,4,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,4,3,planned_sample,6,6416,1522827423392.0,dollar,7,exp
541,0,boardEraser,2,3,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,2,3,planned_sample,6,8016,1522827461060.0,boardEraser,7,exp
542,0,feather,2,4,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,2,4,planned_sample,6,11711,1522827501369.0,feather,7,exp
543,0,basketball,3,2,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,0,3,2,planned_sample,5,7920,1522827528170.0,basketball,8,base
544,0,roundBrush,2,4,unscripted,correct,True,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,1,2,4,planned_sample,5,18728,1522827572107.0,roundBrush,8,base
545,0,headphones,3,3,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,2,3,3,planned_sample,5,7592,1522827601643.0,headphones,8,base
546,0,book,3,1,unscripted,correct,False,drop,0914-515eaa37-ca0b-49de-8ade-e23d75984698,3,3,1,planned_sample,5,5648,1522827625469.0,book,8,base
547,0,scissors,2,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,2,2,planned_sample,3,9940,1522813689475.0,scissors,1,base
548,0,knife,3,4,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,3,4,planned_sample,3,6078,1522813731375.0,knife,1,base
549,0,barOfSoap,3,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,3,3,planned_sample,3,3544,1522813771740.0,barOfSoap,1,base
550,0,cassetteTape,3,2,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,3,2,planned_sample,3,11277,1522813797753.0,cassetteTape,1,base
551,0,basketball,3,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,3,2,planned_sample,5,2659,1522813830542.0,basketball,2,exp
552,1,hairBrush,3,1,scripted,incorrect,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,2,4,planned_sample,5,2069,1522813843143.0,roundBrush,2,exp
553,0,roundBrush,2,4,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,2,4,planned_sample,5,5464,1522813884892.0,roundBrush,2,exp
554,0,headphones,3,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,3,3,planned_sample,5,3326,1522813911542.0,headphones,2,exp
555,0,book,3,1,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,3,1,planned_sample,5,4958,1522813926009.0,book,2,exp
556,0,magnet,2,4,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,2,4,planned_sample,7,3224,1522813939958.0,magnet,3,exp
557,0,handcuffs,4,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,4,3,planned_sample,7,3451,1522813963289.0,handcuffs,3,exp
558,0,pandaToy,3,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,3,2,planned_sample,7,4365,1522813997786.0,pandaToy,3,exp
559,1,smallCandle,1,4,scripted,incorrect,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,1,2,planned_sample,7,3151,1522814013779.0,mediumCandle,3,exp
560,0,mediumCandle,1,2,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,1,2,planned_sample,7,2710,1522814037748.0,mediumCandle,3,exp
561,0,banana,4,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,4,2,planned_sample,6,3125,1522814050938.0,banana,4,base
562,0,dollar,4,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,4,3,planned_sample,6,4866,1522814076992.0,dollar,4,base
563,0,boardEraser,2,3,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,2,3,planned_sample,6,8863,1522814094598.0,boardEraser,4,base
564,0,feather,2,4,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,2,4,planned_sample,6,2599,1522814117321.0,feather,4,base
565,0,binoculars,2,4,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,2,4,planned_sample,2,4130,1522814131904.0,binoculars,5,base
566,0,wrench,2,1,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,2,1,planned_sample,2,3984,1522814153456.0,wrench,5,base
567,0,middleBlock,3,3,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,3,3,planned_sample,2,6539,1522814170679.0,middleBlock,5,base
568,1,coffeeMug,1,1,scripted,incorrect,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,2,2,planned_sample,2,8994,1522814218348.0,coffeeMug,5,base
569,2,coffeeMug,4,2,scripted,incorrect,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,2,2,planned_sample,2,4794,1522814249874.0,coffeeMug,5,base
570,0,coffeeMug,2,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,2,2,planned_sample,2,1640,1522814266563.0,coffeeMug,5,base
571,0,comb,1,1,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,1,1,planned_sample,8,4185,1522814288504.0,comb,6,exp
572,0,computerMouse,4,2,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,4,2,planned_sample,8,2700,1522814301646.0,computerMouse,6,exp
573,0,castIronPan,3,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,3,3,planned_sample,8,3448,1522814318491.0,castIronPan,6,exp
574,0,piano,1,4,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,1,4,planned_sample,8,3208,1522814342541.0,piano,6,exp
575,0,airplane,3,1,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,3,1,planned_sample,1,3093,1522814370697.0,airplane,7,exp
576,0,sunGlasses,4,4,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,4,4,planned_sample,1,5158,1522814390210.0,sunGlasses,7,exp
577,0,barrel,4,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,4,3,planned_sample,1,4191,1522814408529.0,barrel,7,exp
578,0,saxophone,2,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,2,3,planned_sample,1,2720,1522814429365.0,saxophone,7,exp
579,0,carrot,2,3,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,0,2,3,planned_sample,4,2281,1522814441762.0,carrot,8,base
580,0,mediumMeasuringCup,4,4,scripted,correct,True,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,1,4,4,planned_sample,4,2996,1522814455742.0,mediumMeasuringCup,8,base
581,0,waterBottle,2,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,2,2,2,planned_sample,4,3678,1522814485727.0,waterBottle,8,base
582,0,chair,3,2,scripted,correct,False,drop,0925-bc219375-7a80-4963-8ea0-03854bb7aa4f,3,3,2,planned_sample,4,3146,1522814509235.0,chair,8,base
583,0,carrot,2,3,unscripted,correct,False,drop,0964-f074949a-e3b5-4eb5-a3af-c16348d6b0bd,0,2,3,planned_sample,4,4077,1522793663339.0,carrot,1,base
584,0,mediumMeasuringCup,4,4,unscripted,correct,True,drop,0964-f074949a-e3b5-4eb5-a3af-c16348d6b0bd,1,4,4,planned_sample,4,41390,1522793725453.0,mediumMeasuringCup,1,base
585,0,waterBottle,2,2,unscripted,correct,False,drop,0964-f074949a-e3b5-4eb5-a3af-c16348d6b0bd,2,2,2,planned_sample,4,2865,1522793742063.0,waterBottle,1,base
586,0,basketball,3,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,3,2,planned_sample,5,6121,1522812885994.0,basketball,1,exp
587,1,hairBrush,3,1,scripted,incorrect,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,4,planned_sample,5,4077,1522812913082.0,roundBrush,1,exp
588,2,hairBrush,3,1,scripted,incorrect,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,4,planned_sample,5,5504,1522812939280.0,roundBrush,1,exp
589,0,roundBrush,2,4,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,2,4,planned_sample,5,10097,1522812975035.0,roundBrush,1,exp
590,0,headphones,3,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,3,3,planned_sample,5,3774,1522813003923.0,headphones,1,exp
591,0,book,3,1,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,3,1,planned_sample,5,5022,1522813023602.0,book,1,exp
592,0,banana,4,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,4,2,planned_sample,6,2747,1522813039977.0,banana,2,base
593,0,dollar,4,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,4,3,planned_sample,6,4937,1522813070659.0,dollar,2,base
594,0,boardEraser,2,3,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,2,3,planned_sample,6,6181,1522813104244.0,boardEraser,2,base
595,0,feather,2,4,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,2,4,planned_sample,6,3933,1522813126121.0,feather,2,base
596,0,airplane,3,1,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,3,1,planned_sample,1,6869,1522813165959.0,airplane,3,base
597,0,sunGlasses,4,4,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,4,4,planned_sample,1,6654,1522813202696.0,sunGlasses,3,base
598,0,barrel,4,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,4,3,planned_sample,1,2842,1522813232855.0,barrel,3,base
599,0,saxophone,2,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,2,3,planned_sample,1,4599,1522813273700.0,saxophone,3,base
600,0,comb,1,1,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,1,1,planned_sample,8,3465,1522813314005.0,comb,4,exp
601,1,toyMouse,1,2,scripted,incorrect,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,4,2,planned_sample,8,4113,1522813326227.0,computerMouse,4,exp
602,2,toyMouse,1,2,scripted,incorrect,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,4,2,planned_sample,8,2472,1522813353775.0,computerMouse,4,exp
603,0,computerMouse,4,2,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,4,2,planned_sample,8,8457,1522813433545.0,computerMouse,4,exp
604,0,castIronPan,3,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,3,3,planned_sample,8,6109,1522813511618.0,castIronPan,4,exp
605,1,piano,3,4,scripted,incorrect,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,1,4,planned_sample,8,6759,1522813588299.0,piano,4,exp
606,0,piano,1,4,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,1,4,planned_sample,8,2504,1522813682116.0,piano,4,exp
607,0,scissors,2,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,2,planned_sample,3,3446,1522813710157.0,scissors,5,exp
608,0,knife,3,4,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,3,4,planned_sample,3,4280,1522813754073.0,knife,5,exp
609,0,barOfSoap,3,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,3,3,planned_sample,3,5228,1522813790153.0,barOfSoap,5,exp
610,0,cassetteTape,3,2,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,3,2,planned_sample,3,4353,1522813803330.0,cassetteTape,5,exp
611,0,carrot,2,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,3,planned_sample,4,3447,1522813815220.0,carrot,6,base
612,0,mediumMeasuringCup,4,4,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,4,4,planned_sample,4,2385,1522813826515.0,mediumMeasuringCup,6,base
613,0,waterBottle,2,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,2,2,planned_sample,4,6304,1522813857915.0,waterBottle,6,base
614,0,chair,3,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,3,2,planned_sample,4,2640,1522813900873.0,chair,6,base
615,0,magnet,2,4,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,4,planned_sample,7,1548,1522813910748.0,magnet,7,exp
616,0,handcuffs,4,3,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,4,3,planned_sample,7,2333,1522813939544.0,handcuffs,7,exp
617,0,pandaToy,3,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,3,2,planned_sample,7,3508,1522813965845.0,pandaToy,7,exp
618,0,mediumCandle,1,2,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,1,2,planned_sample,7,4035,1522813980923.0,mediumCandle,7,exp
619,0,binoculars,2,4,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,0,2,4,planned_sample,2,2683,1522814000123.0,binoculars,8,base
620,0,wrench,2,1,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,1,2,1,planned_sample,2,7572,1522814034918.0,wrench,8,base
621,0,middleBlock,3,3,scripted,correct,True,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,2,3,3,planned_sample,2,8492,1522814064803.0,middleBlock,8,base
622,0,coffeeMug,2,2,scripted,correct,False,drop,0980-86201282-6873-4820-a41b-ea9f286c8aa2,3,2,2,planned_sample,2,11800,1522814110501.0,coffeeMug,8,base
623,0,binoculars,2,4,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,2,4,planned_sample,2,4303,1522799789640.0,binoculars,1,base
624,0,wrench,2,1,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,2,1,planned_sample,2,2776,1522799819839.0,wrench,1,base
625,0,middleBlock,3,3,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,3,3,planned_sample,2,2274,1522799851636.0,middleBlock,1,base
626,0,coffeeMug,2,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,2,2,planned_sample,2,2644,1522799875035.0,coffeeMug,1,base
627,0,scissors,2,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,2,2,planned_sample,3,1636,1522799916231.0,scissors,2,exp
628,0,knife,3,4,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,3,4,planned_sample,3,3200,1522799965615.0,knife,2,exp
629,0,barOfSoap,3,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,3,3,planned_sample,3,1420,1522799997303.0,barOfSoap,2,exp
630,0,cassetteTape,3,2,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,3,2,planned_sample,3,2404,1522800033688.0,cassetteTape,2,exp
631,0,basketball,3,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,3,2,planned_sample,5,2484,1522800068957.0,basketball,3,exp
632,0,roundBrush,2,4,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,2,4,planned_sample,5,4730,1522800101467.0,roundBrush,3,exp
633,0,headphones,3,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,3,3,planned_sample,5,1854,1522800139120.0,headphones,3,exp
634,0,book,3,1,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,3,1,planned_sample,5,1946,1522800160610.0,book,3,exp
635,0,airplane,3,1,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,3,1,planned_sample,1,5821,1522800187857.0,airplane,4,base
636,0,sunGlasses,4,4,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,4,4,planned_sample,1,1862,1522800212112.0,sunGlasses,4,base
637,0,barrel,4,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,4,3,planned_sample,1,4950,1522800243104.0,barrel,4,base
638,0,saxophone,2,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,2,3,planned_sample,1,6862,1522800284685.0,saxophone,4,base
639,0,magnet,2,4,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,2,4,planned_sample,7,3320,1522800314337.0,magnet,5,base
640,0,handcuffs,4,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,4,3,planned_sample,7,5060,1522800342210.0,handcuffs,5,base
641,0,pandaToy,3,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,3,2,planned_sample,7,4454,1522800371401.0,pandaToy,5,base
642,0,mediumCandle,1,2,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,1,2,planned_sample,7,2990,1522800399039.0,mediumCandle,5,base
643,0,banana,4,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,4,2,planned_sample,6,1737,1522800423240.0,banana,6,exp
644,0,dollar,4,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,4,3,planned_sample,6,1406,1522800444581.0,dollar,6,exp
645,1,pencilEraser,1,2,unscripted,incorrect,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,2,3,planned_sample,6,1925,1522800460372.0,boardEraser,6,exp
646,2,pencilEraser,2,1,unscripted,incorrect,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,2,3,planned_sample,6,2867,1522800503968.0,boardEraser,6,exp
647,0,boardEraser,2,3,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,2,3,planned_sample,6,2935,1522800520292.0,boardEraser,6,exp
648,0,feather,2,4,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,2,4,planned_sample,6,2661,1522800545236.0,feather,6,exp
649,0,comb,1,1,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,1,1,planned_sample,8,1924,1522800566228.0,comb,7,exp
650,1,toyMouse,1,2,unscripted,incorrect,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,4,2,planned_sample,8,1523,1522800578613.0,computerMouse,7,exp
651,0,computerMouse,4,2,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,4,2,planned_sample,8,1308,1522800590225.0,computerMouse,7,exp
652,0,castIronPan,3,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,3,3,planned_sample,8,2256,1522800609947.0,castIronPan,7,exp
653,0,piano,1,4,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,1,4,planned_sample,8,3056,1522800630790.0,piano,7,exp
654,0,carrot,2,3,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,0,2,3,planned_sample,4,1508,1522800649445.0,carrot,8,base
655,0,mediumMeasuringCup,4,4,unscripted,correct,True,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,1,4,4,planned_sample,4,1806,1522800670184.0,mediumMeasuringCup,8,base
656,0,waterBottle,2,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,2,2,2,planned_sample,4,3670,1522800691213.0,waterBottle,8,base
657,0,chair,3,2,unscripted,correct,False,drop,0993-d2ff1751-f174-40fd-9d1c-f702d5e1ee50,3,3,2,planned_sample,4,2627,1522800722078.0,chair,8,base
658,0,banana,4,2,scripted,correct,False,drop,1027-5bb92b1d-edaa-4108-b379-99b869cc83d9,0,4,2,planned_sample,6,5454,1522826640281.0,banana,1,exp
