iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500928344	close	none	0	2	[wavy_red_triangle,striped_green_circle,striped_black_circle]	[3,2,2]	[1,3,1]	striped_black_circle	striped_black_circle	1	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500940632	far	irrelevant	2	3	[striped_black_triangle,checked_green_triangle,striped_blue_circle,spotted_black_star]	[2,1,3,1]	[3,3,2,2]	spotted_black_star	spotted_black_star	2	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500952799	far	none	0	2	[striped_green_square,spotted_green_star,striped_green_triangle]	[1,1,3]	[2,1,3]	striped_green_triangle	striped_green_triangle	3	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500969797	close	critical	1	4	[striped_blue_triangle,checked_black_square,wavy_green_circle,striped_red_triangle,checked_green_circle]	[3,1,2,3,1]	[3,1,3,1,3]	checked_green_circle	checked_green_circle	4	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500981460	close	irrelevant	2	3	[spotted_red_triangle,wavy_green_triangle,spotted_blue_star,striped_green_star]	[3,2,3,2]	[2,1,3,3]	striped_green_star	striped_green_star	5	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501000774	close	none	0	4	[checked_green_star,striped_green_circle,striped_blue_square,wavy_green_triangle,checked_green_triangle]	[1,3,3,1,2]	[1,2,3,2,3]	checked_green_triangle	checked_green_triangle	6	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501011004	far	none	0	4	[spotted_green_square,wavy_blue_circle,wavy_blue_triangle,checked_black_triangle,checked_red_star]	[3,1,2,3,1]	[2,2,1,1,1]	checked_red_star	checked_red_star	7	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501019748	far	none	0	3	[wavy_green_triangle,spotted_red_star,checked_blue_triangle,spotted_blue_circle]	[3,1,2,3]	[3,2,3,2]	spotted_blue_circle	spotted_blue_circle	8	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501034642	far	irrelevant	2	4	[wavy_red_star,striped_red_star,checked_blue_star,wavy_blue_square,wavy_blue_circle]	[3,3,3,1,1]	[2,1,3,2,3]	wavy_blue_circle	wavy_blue_circle	9	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501044964	close	irrelevant	1	2	[spotted_black_star,spotted_red_square,striped_red_star]	[2,1,3]	[1,3,3]	striped_red_star	striped_red_star	10	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501054851	close	critical	2	3	[checked_red_circle,wavy_black_star,checked_green_star,striped_red_circle]	[1,2,3,3]	[2,1,1,3]	striped_red_circle	striped_red_circle	11	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501064894	far	irrelevant	1	3	[striped_green_square,wavy_blue_circle,wavy_black_square,striped_blue_triangle]	[1,2,3,1]	[1,3,2,3]	striped_blue_triangle	striped_blue_triangle	12	true	within	clickedObj
pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501074394	close	critical	1	2	[checked_red_circle,striped_blue_star,spotted_blue_circle]	[1,1,2]	[2,1,1]	spotted_blue_circle	spotted_blue_circle	13	true	within	clickedObj
