context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	time	intendedName	trialNum	text	role	timeFromRoundStart	eventType
close	none	0	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500920272	striped_black_circle	1	circle with black border	speaker	6371	chatMessage
far	irrelevant	2	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500935356	spotted_black_star	2	star	speaker	1361	chatMessage
far	none	0	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500948291	striped_green_triangle	3	triangle	speaker	2391	chatMessage
close	critical	1	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500962048	checked_green_circle	4	circle green border	speaker	4059	chatMessage
close	irrelevant	2	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500977439	striped_green_star	5	star green	speaker	4071	chatMessage
close	none	0	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521500996763	checked_green_triangle	6	triangle with squares	speaker	8148	chatMessage
far	none	0	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501006744	checked_red_star	7	star	speaker	2165	chatMessage
far	none	0	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501015229	spotted_blue_circle	8	circle	speaker	887	chatMessage
far	irrelevant	2	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501029989	wavy_blue_circle	9	circle blue border	speaker	6325	chatMessage
close	irrelevant	1	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501040613	striped_red_star	10	red star	speaker	2219	chatMessage
close	critical	2	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501050497	striped_red_circle	11	red circle	speaker	1860	chatMessage
far	irrelevant	1	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501061344	striped_blue_triangle	12	blue triangle	speaker	3098	chatMessage
close	critical	1	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501071268	spotted_blue_circle	13	blue circle	speaker	3338	chatMessage
far	none	0	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501083601	wavy_green_triangle	14	triangle	speaker	3655	chatMessage
far	none	0	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501092134	wavy_black_star	15	star	speaker	1824	chatMessage
far	irrelevant	2	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501108514	checked_blue_triangle	16	blue trianle	speaker	2968	chatMessage
far	none	0	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501120254	spotted_blue_star	17	star	speaker	1226	chatMessage
close	irrelevant	2	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501130837	wavy_red_triangle	18	red triangle	speaker	3316	chatMessage
far	irrelevant	1	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501148293	spotted_red_circle	19	red circle	speaker	2484	chatMessage
close	none	0	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501160076	checked_blue_triangle	20	blue triangle	speaker	4353	chatMessage
close	none	0	3	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501170520	spotted_blue_triangle	21	blue triangle	speaker	2666	chatMessage
close	none	0	4	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501179354	spotted_green_star	22	green star	speaker	1459	chatMessage
far	irrelevant	1	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501189422	spotted_blue_triangle	23	blue triangle	speaker	2813	chatMessage
close	none	0	2	pilot0	3266-414eb2f0-bc2f-4f2a-9c0e-30ad57b8ad63	1521501198511	checked_green_triangle	24	green triangle	speaker	2395	chatMessage
