gameid,trialNum,distractorType,context,hidden,numDistractors,colorMention,shapeMention,textureMention
1444-5bb7301c-6c65-4129-be45-330e04efc26b,19,texture_shape,close,yes,2,TRUE,TRUE,TRUE
1444-5bb7301c-6c65-4129-be45-330e04efc26b,20,shape_only,close,yes,3,TRUE,TRUE,TRUE
1444-5bb7301c-6c65-4129-be45-330e04efc26b,21,color_shape,close,no,4,TRUE,TRUE,TRUE
1444-5bb7301c-6c65-4129-be45-330e04efc26b,22,diff_shape,far,yes,3,TRUE,TRUE,TRUE
1444-5bb7301c-6c65-4129-be45-330e04efc26b,23,diff_shape,far,no,3,TRUE,TRUE,TRUE
1444-5bb7301c-6c65-4129-be45-330e04efc26b,24,diff_shape,far,yes,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,1,color_shape,close,yes,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,2,texture_shape,close,yes,3,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,3,color_shape,close,no,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,4,diff_shape,far,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,5,diff_shape,far,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,6,diff_shape,far,yes,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,7,shape_only,close,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,8,diff_shape,far,yes,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,9,diff_shape,far,yes,3,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,10,shape_only,close,no,3,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,11,color_shape,close,yes,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,12,diff_shape,far,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,13,shape_only,close,yes,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,14,diff_shape,far,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,15,color_shape,close,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,16,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,17,diff_shape,far,yes,3,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,18,shape_only,close,no,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,19,diff_shape,far,no,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,20,diff_shape,far,no,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,21,shape_only,close,yes,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,22,color_shape,close,yes,4,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,23,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1724-fcec648b-12c8-4d92-b4f5-82461bde4762,24,shape_only,close,no,4,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,1,texture_shape,close,no,4,TRUE,TRUE,FALSE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,2,diff_shape,far,no,4,TRUE,TRUE,FALSE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,3,color_shape,close,yes,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,4,diff_shape,far,yes,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,5,shape_only,close,yes,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,6,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,7,shape_only,close,no,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,8,diff_shape,far,no,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,9,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,10,texture_shape,close,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,11,shape_only,close,yes,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,12,shape_only,close,no,2,TRUE,TRUE,FALSE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,13,diff_shape,far,no,3,TRUE,TRUE,FALSE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,14,color_shape,close,no,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,15,diff_shape,far,no,4,FALSE,TRUE,FALSE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,16,diff_shape,far,yes,3,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,17,texture_shape,close,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,18,color_shape,close,no,4,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,19,texture_shape,close,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,20,color_shape,close,no,4,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,21,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,22,diff_shape,far,yes,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,23,diff_shape,far,no,2,TRUE,TRUE,TRUE
1738-0cb6b802-0558-411e-a1ee-f67c30dc499b,24,diff_shape,far,no,4,FALSE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,1,shape_only,close,yes,4,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,2,shape_only,close,yes,2,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,3,diff_shape,far,yes,2,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,4,shape_only,close,no,4,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,5,diff_shape,far,no,2,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,6,diff_shape,far,yes,4,TRUE,FALSE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,7,diff_shape,far,no,3,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,8,shape_only,close,no,4,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,9,diff_shape,far,yes,4,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,10,shape_only,close,no,4,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,11,diff_shape,far,no,3,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,12,texture_shape,close,yes,3,TRUE,FALSE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,13,diff_shape,far,no,2,TRUE,FALSE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,14,color_shape,close,yes,4,FALSE,FALSE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,15,diff_shape,far,yes,3,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,16,texture_shape,close,no,4,TRUE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,17,diff_shape,far,yes,3,FALSE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,18,diff_shape,far,no,4,FALSE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,19,shape_only,close,yes,2,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,20,shape_only,close,no,2,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,21,color_shape,close,no,2,FALSE,TRUE,TRUE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,22,diff_shape,far,no,3,FALSE,TRUE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,23,texture_shape,close,yes,2,TRUE,FALSE,FALSE
2038-bf103984-52eb-4d60-8529-330c4ddc8159,24,diff_shape,far,yes,2,FALSE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,1,diff_shape,far,no,2,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,2,shape_only,close,yes,3,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,3,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,4,diff_shape,far,no,2,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,5,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,6,color_shape,close,no,4,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,7,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,8,shape_only,close,no,3,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,9,diff_shape,far,no,4,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,10,texture_shape,close,no,3,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,11,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,12,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,13,color_shape,close,no,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,14,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,15,texture_shape,close,yes,3,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,16,diff_shape,far,no,4,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,17,diff_shape,far,no,2,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,18,shape_only,close,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,19,color_shape,close,no,4,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,20,shape_only,close,no,2,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,21,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,22,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,23,diff_shape,far,no,3,TRUE,TRUE,FALSE
2088-4cdc3e3c-433b-48e0-b3da-69f2a51f2c6b,24,color_shape,close,yes,3,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,1,diff_shape,far,yes,2,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,2,color_shape,close,yes,2,FALSE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,3,diff_shape,far,no,3,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,4,diff_shape,far,yes,3,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,5,color_shape,close,no,2,FALSE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,6,diff_shape,far,no,4,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,7,texture_shape,close,yes,4,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,8,texture_shape,close,no,4,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,9,diff_shape,far,no,2,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,10,color_shape,close,yes,2,FALSE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,11,diff_shape,far,yes,2,FALSE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,12,shape_only,close,no,3,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,13,diff_shape,far,no,2,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,14,color_shape,close,yes,2,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,15,shape_only,close,no,3,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,16,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,17,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,18,texture_shape,close,no,2,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,19,diff_shape,far,no,3,FALSE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,20,texture_shape,close,yes,4,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,21,diff_shape,far,no,3,FALSE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,22,texture_shape,close,no,3,TRUE,TRUE,FALSE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,23,texture_shape,close,yes,3,TRUE,TRUE,TRUE
2162-b2701f79-4ab1-4ad4-b8fc-d1c19e0b6e5c,24,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,1,diff_shape,far,yes,4,FALSE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,2,color_shape,close,yes,3,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,3,diff_shape,far,no,4,FALSE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,4,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,5,diff_shape,far,no,4,FALSE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,6,shape_only,close,no,4,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,7,texture_shape,close,no,2,TRUE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,8,color_shape,close,yes,3,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,9,shape_only,close,no,3,TRUE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,10,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,11,diff_shape,far,no,2,FALSE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,12,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,13,shape_only,close,yes,2,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,14,shape_only,close,yes,4,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,15,texture_shape,close,no,2,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,16,diff_shape,far,no,3,FALSE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,17,shape_only,close,yes,4,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,18,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,19,shape_only,close,no,4,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,20,diff_shape,far,no,3,FALSE,TRUE,FALSE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,21,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,22,shape_only,close,yes,3,TRUE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,23,color_shape,close,no,3,FALSE,TRUE,TRUE
2317-ff855a4b-3f08-4c94-8999-a2d56cb88842,24,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,1,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,2,diff_shape,far,no,2,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,3,diff_shape,far,yes,2,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,4,shape_only,close,no,2,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,5,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,6,shape_only,close,yes,3,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,7,shape_only,close,no,3,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,8,shape_only,close,yes,4,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,9,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,10,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,11,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,12,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,13,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,14,color_shape,close,no,3,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,15,texture_shape,close,no,2,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,16,color_shape,close,yes,2,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,17,color_shape,close,no,4,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,18,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,19,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,20,shape_only,close,no,4,TRUE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,21,diff_shape,far,no,4,FALSE,TRUE,FALSE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,22,shape_only,close,yes,3,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,23,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2463-7f48f9b3-106d-4460-9749-561cfbf9387b,24,texture_shape,close,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,1,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,2,diff_shape,far,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,3,diff_shape,far,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,4,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,5,texture_shape,close,no,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,6,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,7,texture_shape,close,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,8,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,9,color_shape,close,no,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,10,texture_shape,close,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,11,diff_shape,far,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,12,shape_only,close,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,13,shape_only,close,no,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,14,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,15,diff_shape,far,no,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,16,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,17,shape_only,close,yes,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,18,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,19,shape_only,close,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,20,diff_shape,far,no,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,21,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,22,diff_shape,far,no,2,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,23,color_shape,close,yes,3,TRUE,TRUE,TRUE
2578-4e978a36-f52c-4a0c-ad51-c8d0030c1714,24,color_shape,close,no,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,1,diff_shape,far,no,2,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,2,diff_shape,far,yes,2,FALSE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,3,shape_only,close,no,3,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,4,shape_only,close,no,4,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,5,diff_shape,far,no,2,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,6,color_shape,close,yes,2,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,7,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,8,color_shape,close,yes,2,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,9,color_shape,close,yes,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,10,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,11,texture_shape,close,no,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,12,texture_shape,close,yes,4,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,13,shape_only,close,no,3,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,14,diff_shape,far,no,2,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,15,diff_shape,far,no,3,FALSE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,16,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,17,diff_shape,far,no,3,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,18,shape_only,close,yes,2,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,19,color_shape,close,yes,2,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,20,shape_only,close,no,4,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,21,texture_shape,close,no,2,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,22,diff_shape,far,no,3,TRUE,TRUE,FALSE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,23,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2706-02691c0f-8495-4f5c-971f-7ca649e1bc47,24,diff_shape,far,yes,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,1,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,2,color_shape,close,no,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,3,diff_shape,far,no,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,4,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,5,diff_shape,far,no,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,6,color_shape,close,yes,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,7,shape_only,close,yes,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,8,shape_only,close,no,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,9,texture_shape,close,no,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,10,diff_shape,far,no,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,11,shape_only,close,no,4,TRUE,TRUE,TRUE
