gameid,trialNum,distractorType,context,hidden,numDistractors,colorMention,shapeMention,textureMention
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,12,color_shape,close,yes,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,13,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,14,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,15,diff_shape,far,no,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,16,shape_only,close,yes,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,17,diff_shape,far,yes,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,18,color_shape,close,yes,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,19,diff_shape,far,no,4,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,20,diff_shape,far,yes,3,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,21,color_shape,close,no,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,22,texture_shape,close,yes,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,23,diff_shape,far,no,2,TRUE,TRUE,TRUE
2935-77f0935d-5261-42e5-8cf9-37e733dfb129,24,texture_shape,close,no,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,1,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,2,diff_shape,far,no,2,TRUE,TRUE,FALSE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,3,shape_only,close,no,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,4,shape_only,close,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,5,diff_shape,far,no,3,TRUE,TRUE,FALSE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,6,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,7,shape_only,close,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,8,shape_only,close,no,4,TRUE,TRUE,FALSE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,9,diff_shape,far,no,3,TRUE,TRUE,FALSE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,10,shape_only,close,no,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,11,shape_only,close,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,12,texture_shape,close,no,2,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,13,shape_only,close,yes,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,14,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,15,diff_shape,far,no,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,16,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,17,shape_only,close,no,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,18,shape_only,close,no,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,19,shape_only,close,yes,2,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,20,shape_only,close,yes,4,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,21,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,22,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,23,diff_shape,far,no,3,TRUE,TRUE,FALSE
3206-66e4691e-f369-40fc-8b4b-fdd6df0798d4,24,diff_shape,far,no,3,TRUE,TRUE,TRUE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,1,shape_only,close,no,4,FALSE,TRUE,TRUE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,2,diff_shape,far,yes,3,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,3,diff_shape,far,no,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,4,color_shape,close,no,2,FALSE,TRUE,TRUE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,5,diff_shape,far,no,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,6,shape_only,close,yes,4,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,7,shape_only,close,yes,2,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,8,diff_shape,far,yes,3,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,9,diff_shape,far,no,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,10,diff_shape,far,no,3,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,11,diff_shape,far,yes,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,12,shape_only,close,no,2,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,13,shape_only,close,yes,2,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,14,shape_only,close,no,4,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,15,diff_shape,far,yes,3,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,16,texture_shape,close,yes,3,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,17,diff_shape,far,yes,2,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,18,shape_only,close,yes,3,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,19,diff_shape,far,yes,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,20,shape_only,close,yes,4,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,21,color_shape,close,no,4,TRUE,TRUE,TRUE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,22,diff_shape,far,no,3,TRUE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,23,diff_shape,far,no,4,FALSE,TRUE,FALSE
3324-abc05d42-f027-4cac-aa30-c3f24b0c2144,24,texture_shape,close,no,4,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,1,diff_shape,far,yes,2,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,2,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,3,texture_shape,close,yes,3,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,4,diff_shape,far,no,2,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,5,diff_shape,far,no,3,FALSE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,6,color_shape,close,yes,3,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,7,texture_shape,close,no,2,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,8,texture_shape,close,no,2,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,9,texture_shape,close,no,4,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,10,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,11,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,12,texture_shape,close,yes,4,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,13,diff_shape,far,no,4,FALSE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,14,shape_only,close,yes,4,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,15,diff_shape,far,no,2,FALSE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,16,shape_only,close,no,3,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,17,diff_shape,far,no,2,FALSE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,18,shape_only,close,yes,2,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,19,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,20,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,21,color_shape,close,no,2,FALSE,TRUE,TRUE
3377-28918824-176d-48cb-820d-f110b89f050b,22,texture_shape,close,no,2,TRUE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,23,diff_shape,far,no,2,FALSE,TRUE,FALSE
3377-28918824-176d-48cb-820d-f110b89f050b,24,texture_shape,close,yes,3,TRUE,TRUE,TRUE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,1,texture_shape,close,no,4,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,2,diff_shape,far,no,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,3,diff_shape,far,no,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,4,shape_only,close,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,5,shape_only,close,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,6,diff_shape,far,yes,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,7,texture_shape,close,no,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,8,diff_shape,far,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,9,texture_shape,close,no,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,10,diff_shape,far,no,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,11,color_shape,close,yes,4,TRUE,TRUE,TRUE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,12,color_shape,close,yes,2,TRUE,TRUE,TRUE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,13,diff_shape,far,no,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,14,texture_shape,close,no,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,15,diff_shape,far,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,16,diff_shape,far,yes,4,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,17,diff_shape,far,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,18,shape_only,close,yes,4,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,19,diff_shape,far,no,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,20,diff_shape,far,yes,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,21,diff_shape,far,no,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,22,texture_shape,close,yes,2,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,23,shape_only,close,no,3,TRUE,TRUE,FALSE
3493-0f243055-f356-4cf5-9bc3-3367776efde8,24,color_shape,close,no,2,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,1,diff_shape,far,no,2,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,2,diff_shape,far,yes,4,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,3,diff_shape,far,no,2,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,4,diff_shape,far,yes,4,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,5,color_shape,close,no,3,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,6,texture_shape,close,yes,3,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,7,texture_shape,close,no,4,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,8,shape_only,close,yes,3,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,9,diff_shape,far,yes,4,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,10,shape_only,close,no,4,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,11,diff_shape,far,yes,3,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,12,diff_shape,far,no,3,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,13,diff_shape,far,no,3,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,14,shape_only,close,yes,2,TRUE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,15,shape_only,close,no,2,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,16,shape_only,close,yes,4,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,17,diff_shape,far,no,2,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,18,diff_shape,far,no,4,FALSE,TRUE,FALSE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,19,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,20,shape_only,close,no,2,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,21,color_shape,close,yes,2,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,22,shape_only,close,yes,4,FALSE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,23,shape_only,close,no,3,TRUE,TRUE,TRUE
3609-61b0c403-6ec1-4105-a463-23eb2bfe8704,24,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,1,color_shape,close,yes,2,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,2,color_shape,close,yes,2,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,3,shape_only,close,no,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,4,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,5,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,6,shape_only,close,no,3,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,7,diff_shape,far,no,3,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,8,diff_shape,far,no,3,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,9,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,10,color_shape,close,yes,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,11,diff_shape,far,no,2,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,12,texture_shape,close,yes,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,13,texture_shape,close,no,3,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,14,shape_only,close,no,2,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,15,diff_shape,far,no,3,TRUE,TRUE,FALSE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,16,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,17,diff_shape,far,no,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,18,shape_only,close,no,2,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,19,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,20,shape_only,close,yes,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,21,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,22,diff_shape,far,no,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,23,shape_only,close,yes,4,TRUE,TRUE,TRUE
3699-6c53ad23-34a7-4e0e-ad27-00654af271cc,24,texture_shape,close,no,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,1,shape_only,close,yes,4,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,2,color_shape,close,no,2,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,3,diff_shape,far,yes,3,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,4,diff_shape,far,no,3,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,5,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,6,color_shape,close,yes,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,7,diff_shape,far,no,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,8,shape_only,close,no,4,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,9,texture_shape,close,no,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,10,diff_shape,far,no,4,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,11,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,12,color_shape,close,no,3,FALSE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,13,diff_shape,far,no,3,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,14,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,15,color_shape,close,yes,3,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,16,shape_only,close,yes,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,17,shape_only,close,yes,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,18,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,19,shape_only,close,no,3,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,20,shape_only,close,yes,2,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,21,diff_shape,far,no,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,22,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,23,texture_shape,close,no,3,TRUE,TRUE,TRUE
3750-f2fc7f74-7614-4f73-a47a-1a6ee9d14ae2,24,diff_shape,far,no,3,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,1,shape_only,close,yes,2,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,2,diff_shape,far,no,3,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,3,diff_shape,far,no,4,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,4,color_shape,close,no,2,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,5,diff_shape,far,yes,3,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,6,diff_shape,far,yes,2,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,7,shape_only,close,yes,4,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,8,color_shape,close,no,3,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,9,diff_shape,far,yes,2,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,10,texture_shape,close,yes,4,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,11,diff_shape,far,no,4,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,12,color_shape,close,no,2,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,13,texture_shape,close,yes,4,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,14,texture_shape,close,no,2,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,15,diff_shape,far,yes,3,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,16,diff_shape,far,no,4,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,17,diff_shape,far,yes,4,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,18,color_shape,close,yes,4,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,19,diff_shape,far,yes,2,TRUE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,20,shape_only,close,no,4,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,21,shape_only,close,no,2,FALSE,TRUE,TRUE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,22,diff_shape,far,no,4,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,23,diff_shape,far,no,4,FALSE,TRUE,FALSE
3841-e5ccbd15-ee73-442d-bf4f-c7983bfa2043,24,shape_only,close,yes,4,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,1,shape_only,close,yes,3,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,2,diff_shape,far,yes,4,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,3,diff_shape,far,no,2,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,4,color_shape,close,no,4,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,5,color_shape,close,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,6,texture_shape,close,no,2,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,7,diff_shape,far,no,4,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,8,diff_shape,far,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,9,shape_only,close,yes,4,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,10,diff_shape,far,no,2,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,11,diff_shape,far,yes,2,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,12,shape_only,close,yes,2,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,13,diff_shape,far,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,14,shape_only,close,no,4,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,15,diff_shape,far,no,4,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,16,shape_only,close,no,4,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,17,shape_only,close,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,18,diff_shape,far,no,2,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,19,diff_shape,far,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,20,diff_shape,far,yes,3,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,21,shape_only,close,no,2,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,22,shape_only,close,no,4,TRUE,TRUE,TRUE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,23,diff_shape,far,no,4,TRUE,TRUE,FALSE
4185-e240a023-27c8-48ea-88dd-4661146e6b23,24,color_shape,close,yes,2,TRUE,TRUE,TRUE
4419-f62723a2-7f38-4221-be55-621f5737425f,1,shape_only,close,yes,3,TRUE,TRUE,FALSE
4419-f62723a2-7f38-4221-be55-621f5737425f,2,diff_shape,far,no,3,TRUE,TRUE,FALSE
4419-f62723a2-7f38-4221-be55-621f5737425f,3,shape_only,close,no,3,TRUE,TRUE,FALSE
4419-f62723a2-7f38-4221-be55-621f5737425f,4,diff_shape,far,yes,4,TRUE,TRUE,TRUE
4419-f62723a2-7f38-4221-be55-621f5737425f,5,diff_shape,far,yes,2,TRUE,TRUE,TRUE
4419-f62723a2-7f38-4221-be55-621f5737425f,6,color_shape,close,yes,2,TRUE,TRUE,TRUE
4419-f62723a2-7f38-4221-be55-621f5737425f,7,diff_shape,far,no,4,TRUE,TRUE,FALSE
4419-f62723a2-7f38-4221-be55-621f5737425f,8,shape_only,close,no,2,TRUE,TRUE,FALSE
