iterationName	gameid	time	distractorX	distractorY	targetX	targetY	mouseX	mouseY	eventType
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749093	300	1500	1500	300	901	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749106	300	1500	1500	300	897	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749109	300	1500	1500	300	894	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749153	300	1500	1500	300	890	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749207	300	1500	1500	300	883	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749224	300	1500	1500	300	879	897	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749244	300	1500	1500	300	868	900	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749247	300	1500	1500	300	838	900	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749316	300	1500	1500	300	813	904	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749416	300	1500	1500	300	790	911	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749423	300	1500	1500	300	496	945	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749425	300	1500	1500	300	359	967	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749440	300	1500	1500	300	304	970	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749442	300	1500	1500	300	249	970	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749443	300	1500	1500	300	201	974	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749445	300	1500	1500	300	145	978	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749448	300	1500	1500	300	97	985	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749450	300	1500	1500	300	64	989	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749453	300	1500	1500	300	31	996	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504749456	300	1500	1500	300	5	1000	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752477	300	1500	1500	300	20	867	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752484	300	1500	1500	300	75	841	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752493	300	1500	1500	300	123	816	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752500	300	1500	1500	300	178	790	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752509	300	1500	1500	300	241	779	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752514	300	1500	1500	300	300	764	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752523	300	1500	1500	300	370	749	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752531	300	1500	1500	300	451	734	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752540	300	1500	1500	300	540	716	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752547	300	1500	1500	300	621	694	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752556	300	1500	1500	300	695	672	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752563	300	1500	1500	300	757	650	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752571	300	1500	1500	300	835	620	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752581	300	1500	1500	300	901	591	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752600	300	1500	1500	300	964	572	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752603	300	1500	1500	300	1037	546	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752610	300	1500	1500	300	1060	535	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752618	300	1500	1500	300	1082	528	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752759	300	1500	1500	300	1096	517	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752761	300	1500	1500	300	1111	510	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752763	300	1500	1500	300	1126	498	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752767	300	1500	1500	300	1137	491	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752769	300	1500	1500	300	1148	484	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752772	300	1500	1500	300	1159	473	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752774	300	1500	1500	300	1170	465	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752776	300	1500	1500	300	1181	458	updateMouse
pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504752779	300	1500	1500	300	1189	454	updateMouse
