iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328051	close	critical	2	3	[wavy_blue_square,checked_red_triangle,spotted_blue_circle,checked_red_circle]	[1,1,3,2]	[3,1,2,1]	checked_red_circle	checked_red_circle	1	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505352715	close	none	0	2	[wavy_red_square,striped_green_star,striped_black_star]	[2,3,1]	[3,3,3]	striped_black_star	striped_green_star	2	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505401628	close	none	0	2	[wavy_red_star,checked_green_triangle,wavy_green_triangle]	[1,1,3]	[2,3,3]	wavy_green_triangle	checked_green_triangle	3	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505509552	far	none	0	2	[wavy_blue_star,wavy_green_triangle,wavy_red_square]	[2,1,3]	[1,2,1]	wavy_red_square	wavy_green_triangle	4	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505596400	far	irrelevant	1	2	[striped_blue_square,checked_blue_square,checked_green_star]	[1,2,3]	[1,3,3]	checked_green_star	striped_blue_square	5	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505781976	far	irrelevant	1	2	[striped_red_circle,striped_black_square,spotted_black_triangle]	[2,2,3]	[3,1,3]	spotted_black_triangle	striped_red_circle	6	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505969165	far	none	0	4	[spotted_red_square,wavy_blue_star,spotted_red_triangle,checked_blue_square,striped_red_circle]	[2,3,3,1,1]	[3,2,3,3,2]	striped_red_circle	striped_red_circle	7	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506022699	close	none	0	4	[spotted_red_square,wavy_red_triangle,wavy_black_star,wavy_blue_star,spotted_blue_triangle]	[3,1,2,1,3]	[1,2,3,1,3]	spotted_blue_triangle	wavy_red_triangle	8	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506183537	close	none	0	2	[striped_red_circle,spotted_black_triangle,striped_black_circle]	[2,1,1]	[3,2,3]	striped_black_circle	striped_red_circle	9	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506237445	close	none	0	2	[wavy_red_square,wavy_black_triangle,checked_black_square]	[1,1,2]	[2,1,3]	checked_black_square	wavy_red_square	10	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506310231	far	irrelevant	1	2	[spotted_black_triangle,wavy_red_square,spotted_black_star]	[3,2,3]	[1,3,3]	spotted_black_star	spotted_black_triangle	11	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506609266	close	critical	2	4	[spotted_red_triangle,spotted_red_star,striped_blue_circle,checked_black_star,spotted_blue_circle]	[1,1,2,3,2]	[2,3,1,3,3]	spotted_blue_circle	spotted_red_triangle	12	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506748233	close	none	0	4	[striped_black_star,checked_red_triangle,checked_black_circle,spotted_green_square,spotted_green_star]	[3,3,1,1,2]	[2,1,1,3,1]	spotted_green_star	spotted_green_star	13	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506773580	far	none	0	3	[striped_blue_star,wavy_green_triangle,checked_blue_star,wavy_red_circle]	[2,1,1,3]	[3,1,2,3]	wavy_red_circle	wavy_green_triangle	14	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521506973646	far	irrelevant	1	2	[checked_red_star,striped_black_circle,spotted_red_triangle]	[1,2,1]	[2,1,3]	spotted_red_triangle	striped_black_circle	15	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507075560	close	irrelevant	1	2	[spotted_green_star,wavy_black_circle,wavy_green_circle]	[1,3,1]	[1,3,2]	wavy_green_circle	wavy_black_circle	16	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507101672	far	irrelevant	1	2	[wavy_green_square,checked_blue_circle,wavy_red_triangle]	[1,3,1]	[3,1,1]	wavy_red_triangle	wavy_green_square	17	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507157545	far	none	0	4	[wavy_red_triangle,wavy_blue_circle,checked_red_circle,spotted_red_circle,spotted_red_star]	[1,3,2,3,1]	[3,1,1,2,1]	spotted_red_star	wavy_blue_circle	18	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507216836	far	none	0	2	[checked_blue_circle,striped_green_star,spotted_green_triangle]	[2,3,1]	[3,3,3]	spotted_green_triangle	spotted_green_triangle	19	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507247281	far	none	0	3	[wavy_green_square,spotted_red_circle,striped_green_circle,striped_blue_star]	[1,3,2,3]	[3,2,3,1]	striped_blue_star	striped_green_circle	20	false	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507280351	close	irrelevant	1	4	[checked_blue_triangle,spotted_black_square,striped_red_triangle,wavy_black_star,spotted_black_star]	[1,2,3,1,3]	[1,1,2,2,1]	spotted_black_star	spotted_black_star	21	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507325463	close	irrelevant	1	2	[striped_black_triangle,striped_green_circle,checked_green_circle]	[3,1,3]	[1,3,2]	checked_green_circle	checked_green_circle	22	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507362458	close	critical	1	2	[checked_blue_circle,spotted_green_triangle,checked_green_circle]	[1,3,3]	[3,2,3]	checked_green_circle	checked_green_circle	23	true	within	clickedObj
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521507420555	far	irrelevant	2	4	[wavy_green_triangle,checked_green_triangle,wavy_blue_triangle,wavy_green_star,wavy_black_square]	[1,3,3,2,2]	[1,3,2,3,1]	wavy_black_square	wavy_black_square	24	true	within	clickedObj
