iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505008022	far	none	0	4	[spotted_blue_triangle,striped_green_square,striped_red_square,striped_green_circle,striped_blue_star]	[3,2,1,3,1]	[1,1,3,3,1]	striped_blue_star	striped_blue_star	1	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505032869	close	none	0	4	[spotted_black_square,wavy_green_triangle,wavy_red_circle,striped_red_triangle,spotted_black_circle]	[3,3,2,1,1]	[2,1,1,1,2]	spotted_black_circle	spotted_black_circle	2	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505051117	far	irrelevant	2	3	[wavy_red_circle,striped_red_circle,checked_blue_triangle,striped_blue_square]	[3,1,2,1]	[2,3,3,1]	striped_blue_square	striped_blue_square	3	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505070893	far	irrelevant	1	2	[checked_green_star,striped_blue_star,striped_blue_circle]	[3,1,2]	[3,3,3]	striped_blue_circle	striped_blue_circle	4	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505082078	far	none	0	3	[checked_green_square,striped_red_star,spotted_black_star,wavy_green_circle]	[3,1,2,1]	[2,1,3,2]	wavy_green_circle	wavy_green_circle	5	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505098758	close	critical	2	3	[checked_black_square,striped_red_circle,spotted_red_star,checked_blue_circle]	[3,1,2,2]	[2,2,1,3]	checked_blue_circle	checked_blue_circle	6	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505112559	close	none	0	3	[checked_green_square,striped_red_circle,wavy_red_circle,striped_red_square]	[1,2,3,1]	[2,3,3,3]	striped_red_square	striped_red_square	7	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505123167	far	none	0	3	[spotted_red_triangle,striped_black_star,spotted_green_star,wavy_red_circle]	[1,1,3,1]	[3,2,1,1]	wavy_red_circle	wavy_red_circle	8	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505136654	close	none	0	3	[striped_black_circle,spotted_blue_star,striped_red_triangle,checked_red_triangle]	[2,2,1,3]	[1,3,2,2]	checked_red_triangle	checked_red_triangle	9	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505163965	close	none	0	3	[spotted_red_square,wavy_green_triangle,spotted_black_circle,spotted_blue_square]	[1,1,3,3]	[1,2,1,3]	spotted_blue_square	spotted_blue_square	10	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505179549	close	none	0	3	[checked_blue_triangle,wavy_red_circle,striped_green_star,striped_black_circle]	[2,3,1,1]	[1,3,1,2]	striped_black_circle	striped_black_circle	11	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505205953	far	irrelevant	1	4	[striped_green_square,checked_red_square,checked_blue_circle,checked_black_star,spotted_black_triangle]	[1,3,1,2,3]	[1,2,2,3,1]	spotted_black_triangle	spotted_black_triangle	12	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505219257	far	none	0	4	[checked_black_triangle,wavy_red_triangle,striped_blue_square,spotted_black_square,checked_blue_circle]	[1,1,1,3,3]	[1,3,2,3,2]	checked_blue_circle	checked_blue_circle	13	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505239317	close	none	0	4	[striped_red_square,wavy_green_star,striped_black_circle,wavy_blue_triangle,wavy_black_circle]	[1,2,1,3,3]	[3,1,2,1,3]	wavy_black_circle	wavy_black_circle	14	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505255986	far	none	0	4	[striped_red_circle,striped_blue_star,spotted_green_circle,wavy_green_circle,checked_blue_triangle]	[3,1,1,2,3]	[1,2,3,3,3]	checked_blue_triangle	checked_blue_triangle	15	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505277226	close	critical	1	2	[spotted_red_square,spotted_green_circle,striped_red_square]	[3,2,3]	[1,3,3]	striped_red_square	striped_red_square	16	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505290517	far	none	0	4	[checked_red_square,wavy_black_square,checked_green_circle,checked_green_square,checked_red_star]	[1,3,1,1,3]	[2,3,1,3,1]	checked_red_star	checked_red_star	17	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505308349	close	irrelevant	1	2	[checked_red_triangle,checked_black_square,wavy_red_triangle]	[1,2,2]	[2,1,3]	wavy_red_triangle	wavy_red_triangle	18	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505321613	close	irrelevant	1	4	[wavy_black_circle,wavy_red_circle,striped_red_star,striped_black_square,wavy_green_star]	[2,3,3,3,1]	[1,3,1,2,2]	wavy_green_star	wavy_green_star	19	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505334750	far	irrelevant	1	2	[spotted_blue_star,striped_black_triangle,striped_green_square]	[3,1,2]	[1,3,3]	striped_green_square	striped_green_square	20	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505347973	close	irrelevant	2	3	[spotted_black_square,checked_green_star,wavy_black_triangle,checked_red_triangle]	[2,3,3,1]	[3,1,3,2]	checked_red_triangle	checked_red_triangle	21	true	within	clickedObj
pilot0	1213-37a61a9a-a3d3-4d34-a140-0bf0d005f334	1521505362758	close	critical	1	2	[spotted_green_triangle,striped_red_circle,spotted_black_circle]	[1,3,3]	[1,3,2]	spotted_black_circle	spotted_black_circle	22	true	within	clickedObj
