iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218481	far	irrelevant	2	3	[checked_blue_circle,wavy_black_triangle,spotted_black_triangle,checked_black_square]	[3,1,1,3]	[3,2,1,1]	checked_black_square	checked_black_square	1	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509261300	close	none	0	2	[checked_black_square,spotted_red_triangle,checked_green_square]	[2,2,3]	[1,3,2]	checked_green_square	checked_green_square	2	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509305092	close	critical	1	3	[striped_green_circle,spotted_black_star,checked_green_triangle,wavy_green_triangle]	[2,1,3,3]	[3,1,3,1]	wavy_green_triangle	wavy_green_triangle	3	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509351720	far	irrelevant	2	3	[checked_black_square,wavy_red_square,striped_red_circle,checked_blue_star]	[3,2,1,3]	[1,1,1,2]	checked_blue_star	checked_blue_star	4	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509369436	close	irrelevant	1	2	[spotted_blue_triangle,striped_red_circle,spotted_black_circle]	[1,2,3]	[2,1,2]	spotted_black_circle	spotted_black_circle	5	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509384910	close	none	0	2	[spotted_black_square,checked_red_star,checked_green_square]	[2,1,1]	[1,3,2]	checked_green_square	checked_green_square	6	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509400608	close	critical	1	2	[wavy_blue_square,spotted_green_triangle,spotted_blue_triangle]	[1,3,1]	[1,3,2]	spotted_blue_triangle	spotted_blue_triangle	7	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509421412	far	none	0	4	[wavy_blue_square,checked_green_square,striped_blue_square,spotted_blue_circle,spotted_green_star]	[2,3,2,3,1]	[3,3,1,1,2]	spotted_green_star	spotted_green_star	8	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509444030	close	none	0	2	[striped_blue_circle,striped_blue_star,striped_black_star]	[1,1,2]	[3,2,3]	striped_black_star	striped_blue_star	9	false	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509468274	far	irrelevant	1	2	[checked_blue_square,wavy_red_star,checked_green_circle]	[1,3,1]	[1,1,2]	checked_green_circle	checked_green_circle	10	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509525808	far	none	0	3	[wavy_green_triangle,checked_red_triangle,spotted_red_circle,checked_blue_square]	[1,2,3,3]	[1,1,2,3]	checked_blue_square	checked_blue_square	11	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509542270	far	none	0	3	[wavy_blue_triangle,checked_green_star,checked_red_star,wavy_green_square]	[3,2,1,1]	[1,1,2,1]	wavy_green_square	wavy_green_square	12	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509565197	far	irrelevant	1	3	[striped_black_triangle,spotted_green_triangle,wavy_red_triangle,spotted_red_square]	[3,3,2,2]	[1,2,3,1]	spotted_red_square	spotted_red_square	13	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509590864	close	critical	1	4	[wavy_green_triangle,striped_black_circle,checked_red_square,striped_blue_circle,striped_black_square]	[1,3,2,3,1]	[3,3,1,2,2]	striped_black_square	striped_black_square	14	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509607277	far	none	0	3	[spotted_green_square,wavy_black_star,checked_red_triangle,striped_green_circle]	[3,2,3,1]	[1,1,3,3]	striped_green_circle	striped_green_circle	15	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509626439	far	none	0	2	[wavy_red_star,wavy_black_star,spotted_black_triangle]	[3,1,1]	[1,3,2]	spotted_black_triangle	spotted_black_triangle	16	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509764669	close	irrelevant	2	4	[wavy_blue_triangle,wavy_black_star,checked_red_star,wavy_green_circle,checked_blue_triangle]	[2,2,1,3,1]	[1,3,1,2,3]	checked_blue_triangle	checked_blue_triangle	17	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509776538	close	irrelevant	1	2	[spotted_green_circle,wavy_red_square,spotted_red_circle]	[1,3,2]	[3,1,1]	spotted_red_circle	spotted_red_circle	18	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509791915	far	none	0	3	[wavy_blue_circle,spotted_blue_circle,striped_green_triangle,striped_blue_square]	[1,1,3,2]	[1,3,3,1]	striped_blue_square	striped_blue_square	19	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509806581	close	none	0	3	[wavy_red_star,checked_black_square,wavy_red_circle,spotted_red_square]	[3,1,3,3]	[1,2,3,2]	spotted_red_square	spotted_red_square	20	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509836972	far	irrelevant	2	4	[wavy_blue_square,striped_red_square,wavy_red_star,spotted_green_star,wavy_black_triangle]	[1,2,3,3,1]	[3,1,2,1,1]	wavy_black_triangle	wavy_black_triangle	21	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509855893	close	none	0	4	[checked_blue_circle,striped_red_square,spotted_red_square,spotted_blue_triangle,spotted_blue_circle]	[1,2,2,3,3]	[3,3,1,3,1]	spotted_blue_circle	spotted_blue_circle	22	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509890433	far	irrelevant	1	2	[striped_green_triangle,striped_red_triangle,striped_green_square]	[1,3,3]	[3,2,1]	striped_green_square	striped_green_square	23	true	within	clickedObj
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509906076	close	none	0	2	[checked_black_star,spotted_black_triangle,spotted_red_triangle]	[1,3,3]	[2,2,3]	spotted_red_triangle	spotted_red_triangle	24	true	within	clickedObj
