iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507009005	far	none	0	4	[spotted_red_triangle,checked_green_square,wavy_green_square,striped_black_square,checked_black_star]	[1,1,1,3,3]	[1,2,3,2,1]	checked_black_star	checked_black_star	1	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507033729	far	irrelevant	1	2	[spotted_red_circle,spotted_blue_star,striped_red_square]	[1,3,1]	[1,3,3]	striped_red_square	striped_red_square	2	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507051776	close	none	0	4	[wavy_green_star,striped_black_circle,striped_red_circle,striped_green_triangle,striped_black_star]	[3,1,1,3,2]	[3,1,3,1,3]	striped_black_star	striped_black_star	3	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507070075	close	critical	1	4	[spotted_red_triangle,checked_blue_circle,checked_green_star,wavy_black_triangle,striped_green_star]	[3,1,1,1,2]	[2,3,2,1,3]	striped_green_star	striped_green_star	4	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507083366	far	none	0	2	[spotted_blue_circle,checked_green_star,checked_red_square]	[3,2,3]	[2,3,1]	checked_red_square	checked_red_square	5	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507101663	far	irrelevant	1	2	[spotted_red_circle,wavy_red_star,wavy_green_square]	[1,2,1]	[2,3,3]	wavy_green_square	wavy_green_square	6	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507116123	close	none	0	4	[striped_red_square,spotted_black_circle,checked_green_circle,spotted_green_triangle,checked_blue_triangle]	[2,2,3,1,1]	[3,1,2,2,3]	checked_blue_triangle	checked_blue_triangle	7	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507127226	far	none	0	2	[spotted_green_square,checked_black_square,checked_green_star]	[3,1,2]	[3,1,1]	checked_green_star	checked_green_star	8	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507139838	far	none	0	2	[wavy_red_star,checked_green_circle,wavy_red_triangle]	[1,3,3]	[1,3,1]	wavy_red_triangle	wavy_red_triangle	9	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507151697	close	none	0	4	[checked_green_square,wavy_green_star,striped_red_circle,striped_green_triangle,striped_black_triangle]	[1,3,1,3,2]	[3,1,2,3,1]	striped_black_triangle	striped_black_triangle	10	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507165599	close	none	0	4	[checked_black_square,striped_blue_square,checked_red_star,spotted_blue_circle,wavy_black_circle]	[2,3,2,3,1]	[1,1,3,3,2]	wavy_black_circle	wavy_black_circle	11	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507176808	far	none	0	2	[striped_red_circle,wavy_blue_triangle,checked_red_star]	[3,1,1]	[2,1,3]	checked_red_star	checked_red_star	12	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507188083	far	irrelevant	2	4	[wavy_green_triangle,striped_black_star,striped_black_triangle,striped_blue_star,striped_red_circle]	[2,2,3,1,1]	[1,3,2,2,3]	striped_red_circle	striped_red_circle	13	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507200325	close	none	0	3	[wavy_black_triangle,wavy_green_square,striped_green_circle,spotted_green_triangle]	[2,1,1,3]	[3,2,1,1]	spotted_green_triangle	spotted_green_triangle	14	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507211552	far	none	0	3	[striped_black_square,striped_black_triangle,striped_green_star,striped_blue_circle]	[3,1,3,1]	[3,3,1,2]	striped_blue_circle	striped_blue_circle	15	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507223421	far	irrelevant	2	4	[wavy_red_star,wavy_green_triangle,wavy_black_square,striped_red_triangle,wavy_blue_circle]	[1,1,2,1,3]	[2,3,3,1,2]	wavy_blue_circle	wavy_blue_circle	16	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507237460	close	none	0	3	[striped_black_triangle,checked_red_square,checked_red_triangle,spotted_black_square]	[1,1,2,3]	[1,2,3,2]	spotted_black_square	spotted_black_square	17	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507254429	close	critical	1	4	[wavy_blue_triangle,striped_black_triangle,wavy_green_star,striped_green_square,checked_green_star]	[1,1,3,3,2]	[3,1,3,1,3]	checked_green_star	checked_green_star	18	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507267336	far	irrelevant	2	4	[striped_red_star,spotted_blue_triangle,striped_blue_triangle,checked_black_triangle,checked_blue_circle]	[3,3,1,2,3]	[2,1,1,1,3]	checked_blue_circle	checked_blue_circle	19	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507278277	close	critical	1	2	[striped_blue_triangle,checked_black_star,striped_red_star]	[3,1,1]	[1,1,3]	striped_red_star	striped_red_star	20	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507291524	far	irrelevant	2	4	[wavy_green_star,wavy_blue_star,wavy_black_star,spotted_green_star,wavy_black_triangle]	[3,3,3,2,1]	[3,2,1,3,2]	wavy_black_triangle	wavy_black_triangle	21	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507311765	close	irrelevant	1	2	[spotted_green_star,wavy_green_circle,wavy_black_star]	[1,3,2]	[3,2,1]	wavy_black_star	wavy_black_star	22	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507329533	close	irrelevant	1	4	[striped_green_square,spotted_black_square,spotted_red_circle,spotted_blue_triangle,checked_green_triangle]	[3,3,3,1,2]	[1,3,2,1,3]	checked_green_triangle	checked_green_triangle	23	true	within	clickedObj
pilot0	4870-8600f6e9-3b31-45b9-9728-d98bc8eca28a	1521507352927	close	irrelevant	1	2	[spotted_black_triangle,striped_red_star,wavy_red_star]	[1,3,2]	[1,2,1]	wavy_red_star	wavy_red_star	24	true	within	clickedObj
